,cik_No1,cik_No2,count
1211,1056527,1271347,8
1212,1056527,1285973,19
1213,1056527,1297376,189
1214,1056527,1334199,2
1215,1056527,1360798,86
1216,1056527,1364742,272
1217,1056527,1373442,132
1218,1056527,1374170,257
1219,1056527,1376113,132
1220,1056527,1388409,1
1221,1056527,1394866,27
1222,1056527,1399794,68
1223,1056527,1411530,173
1224,1056527,1415996,148
1225,1056527,1418329,31
1226,1056527,1447946,18
1227,1056527,1454759,13
1228,1056527,1455969,1
1229,1056527,1463559,124
1230,1056527,1508097,15
1231,1056527,1509974,29
1232,1056527,1510668,7
1233,1056527,1535811,43
1234,1056527,1539994,21
1235,1056527,1541897,110
1236,1056527,1548916,51
1237,1056527,1582202,235
1238,1056527,1595509,17
1239,1056527,1599950,24
1240,1056527,1603001,38
1241,1056527,1609674,31
1242,1056527,1615135,15
1243,1056527,1633343,18
1244,1056527,1633697,436
1245,1056527,1664713,8
1246,1056527,1666736,14
1247,1056527,1672067,18
1248,1056527,1686444,48
1249,1056527,1695426,1
1250,1056527,1697300,72
1251,1056527,1698006,4
1252,1056527,1698219,53
1253,1056527,1714590,14
1254,1056527,1715635,9
1255,1056527,1718570,2
1256,1056527,1722329,12
1257,1056527,1722638,27
1258,1056527,1723925,15
1259,1056527,1728120,3
1260,1056527,1728718,1
1261,1056527,1729854,1
1262,1056527,1734493,24
1263,1056527,1745796,2
1264,1056527,1764059,21
1265,1056527,1764403,2
1266,1056527,1767602,17
1267,1056527,1768095,47
1268,1056527,1772940,3
1269,1056527,1794153,20
1270,1056527,1794198,37
1271,1056527,1794820,26
1272,1056527,1798736,3
1273,1056527,1799957,9
1274,1056527,1800620,11
1275,1056527,1801585,14
1276,1056527,1802080,6
1277,1056527,1802225,12
1278,1056527,1803295,9
1279,1056527,1803898,38
1280,1056527,1817646,1
1281,1056527,1825611,21
1282,1056527,1832158,15
1283,1056527,1832439,4
1284,1056527,1840750,6
1285,1056527,1841757,7
1286,1056527,1844568,2
1287,1056527,1844892,12
1288,1056527,1852993,26
1289,1078246,5272,31
1290,1078246,16972,29
1291,1078246,35527,198
1292,1078246,356264,22
1293,1078246,712050,67
1294,1078246,713676,227
1295,1078246,732905,3
1296,1078246,733986,21
1297,1078246,773411,120
1298,1078246,775368,11
1299,1078246,857508,7
1300,1078246,859139,4
1301,1078246,944804,12
1302,1078246,1002672,10
1303,1078246,1008322,2
1304,1078246,1078246,4
1305,1078246,1080107,152
1306,1078246,1082621,3
1307,1078246,1091961,8
1308,1078246,1105837,13
1309,1078246,1119032,5
1310,1078246,1130787,43
1311,1078246,1140771,23
1312,1078246,1166588,30
1313,1078246,1271347,5
1314,1078246,1285973,34
1315,1078246,1297376,67
1316,1078246,1334199,1
1317,1078246,1360798,94
1318,1078246,1364742,249
1319,1078246,1373442,147
1320,1078246,1374170,54
1321,1078246,1376113,47
1322,1078246,1388409,1
1323,1078246,1394866,17
1324,1078246,1399794,86
1325,1078246,1411530,68
1326,1078246,1415996,71
1327,1078246,1418329,15
1328,1078246,1447946,7
1329,1078246,1454759,8
1330,1078246,1463559,43
1331,1078246,1508097,9
1332,1078246,1509974,53
1333,1078246,1510668,5
1334,1078246,1535811,56
1335,1078246,1539994,10
1336,1078246,1541897,97
1337,1078246,1548916,92
1338,1078246,1582202,50
1339,1078246,1595509,28
1340,1078246,1599950,7
1341,1078246,1603001,19
1342,1078246,1609674,3
1343,1078246,1615135,24
1344,1078246,1633343,10
1345,1078246,1664713,5
1346,1078246,1666736,13
1347,1078246,1672067,29
1348,1078246,1686444,56
1349,1078246,1695426,5
1350,1078246,1697300,81
1351,1078246,1698006,4
1352,1078246,1698219,51
1353,1078246,1714590,8
1354,1078246,1715635,5
1355,1078246,1722329,4
1356,1078246,1722638,36
1357,1078246,1723925,20
1358,1078246,1728718,1
1359,1078246,1734493,19
1360,1078246,1764059,24
1361,1078246,1764403,2
1362,1078246,1767602,44
1363,1078246,1768095,51
1364,1078246,1772940,2
1365,1078246,1794153,2
1366,1078246,1794820,17
1367,1078246,1798736,2
1368,1078246,1799957,31
1369,1078246,1800620,20
1370,1078246,1801585,2
1371,1078246,1802080,23
1372,1078246,1802225,29
1373,1078246,1802277,11
1374,1078246,1803295,13
1375,1078246,1803898,42
1376,1078246,1817646,1
1377,1078246,1817652,1
1378,1078246,1825611,23
1379,1078246,1832158,17
1380,1078246,1832439,5
1381,1078246,1840750,6
1382,1078246,1841757,16
1383,1078246,1844568,2
1384,1078246,1852993,24
1385,1080107,5272,327
1386,1080107,16972,134
1387,1080107,35527,7977
1388,1080107,356264,87
1389,1080107,712050,1427
1390,1080107,713676,10370
1391,1080107,732905,8
1392,1080107,733986,753
1393,1080107,773411,4237
1394,1080107,775368,26
1395,1080107,857508,39
1396,1080107,859139,107
1397,1080107,914933,2
1398,1080107,944804,53
1399,1080107,1002672,453
1400,1080107,1008322,35
1401,1080107,1056527,12
1402,1080107,1078246,38
1403,1080107,1080107,5339
1404,1080107,1082621,78
1405,1080107,1091961,16
1406,1080107,1105837,127
1407,1080107,1119032,17
1408,1080107,1130787,694
1409,1080107,1140771,366
1410,1080107,1166588,406
1411,1080107,1271347,260
1412,1080107,1285973,443
1413,1080107,1297376,1230
1414,1080107,1334199,4
1415,1080107,1360798,1950
1416,1080107,1364742,12575
1417,1080107,1373442,5555
1418,1080107,1374170,527
1419,1080107,1376113,744
1420,1080107,1388409,1
1421,1080107,1394866,61
1422,1080107,1399794,1880
1423,1080107,1411530,1068
1424,1080107,1415996,1578
1425,1080107,1418329,63
1426,1080107,1447946,104
1427,1080107,1454759,254
1428,1080107,1463559,380
1429,1080107,1508097,32
1430,1080107,1509974,937
1431,1080107,1510668,16
1432,1080107,1535811,1615
1433,1080107,1539994,55
1434,1080107,1541897,2895
1435,1080107,1547926,1
1436,1080107,1548916,3569
1437,1080107,1582202,567
1438,1080107,1595509,463
1439,1080107,1599950,39
1440,1080107,1603001,91
1441,1080107,1609674,6
1442,1080107,1615135,428
1443,1080107,1633343,36
1444,1080107,1664713,20
1445,1080107,1666736,43
1446,1080107,1672067,562
1447,1080107,1686444,1262
1448,1080107,1695426,9
1449,1080107,1697300,1995
1450,1080107,1698006,13
1451,1080107,1698219,829
1452,1080107,1714590,172
1453,1080107,1715635,17
1454,1080107,1718570,1
1455,1080107,1722329,30
1456,1080107,1722638,490
1457,1080107,1723925,327
1458,1080107,1728120,14
1459,1080107,1728718,6
1460,1080107,1729854,2
1461,1080107,1734493,147
1462,1080107,1745796,3
1463,1080107,1757128,1
1464,1080107,1764059,707
1465,1080107,1764403,44
1466,1080107,1767602,1120
1467,1080107,1768095,984
1468,1080107,1772940,5
1469,1080107,1794153,8
1470,1080107,1794820,75
1471,1080107,1798736,4
1472,1080107,1799957,1428
1473,1080107,1800620,794
1474,1080107,1801585,5
1475,1080107,1802080,791
1476,1080107,1802225,1215
1477,1080107,1802277,228
1478,1080107,1803295,86
1479,1080107,1803898,836
1480,1080107,1817646,2
1481,1080107,1817652,7
1482,1080107,1825611,463
1483,1080107,1832158,332
1484,1080107,1832439,45
1485,1080107,1840750,14
1486,1080107,1841757,134
1487,1080107,1844568,4
1488,1080107,1852993,627
1489,1082621,5272,18
1490,1082621,16972,4
1491,1082621,35527,338
1492,1082621,356264,1
1493,1082621,712050,64
1494,1082621,713676,426
1495,1082621,733986,39
1496,1082621,773411,162
1497,1082621,775368,1
1498,1082621,857508,2
1499,1082621,859139,7
1500,1082621,944804,2
1501,1082621,1002672,20
1502,1082621,1008322,1
1503,1082621,1078246,1
1504,1082621,1080107,227
1505,1082621,1082621,3
1506,1082621,1105837,6
1507,1082621,1119032,3
1508,1082621,1130787,38
1509,1082621,1140771,13
1510,1082621,1166588,8
1511,1082621,1271347,10
1512,1082621,1285973,20
1513,1082621,1297376,35
1514,1082621,1360798,96
1515,1082621,1364742,512
1516,1082621,1373442,229
1517,1082621,1374170,9
1518,1082621,1376113,26
1519,1082621,1394866,2
1520,1082621,1399794,96
1521,1082621,1411530,39
1522,1082621,1415996,64
1523,1082621,1418329,2
1524,1082621,1447946,6
1525,1082621,1454759,10
1526,1082621,1463559,16
1527,1082621,1508097,2
1528,1082621,1509974,46
1529,1082621,1510668,2
1530,1082621,1535811,69
1531,1082621,1539994,2
1532,1082621,1541897,127
1533,1082621,1548916,149
1534,1082621,1582202,13
1535,1082621,1595509,23
1536,1082621,1599950,2
1537,1082621,1603001,5
1538,1082621,1615135,16
1539,1082621,1633343,2
1540,1082621,1664713,2
1541,1082621,1666736,2
1542,1082621,1672067,24
1543,1082621,1686444,61
1544,1082621,1697300,91
1545,1082621,1698219,36
1546,1082621,1714590,6
1547,1082621,1715635,1
1548,1082621,1722638,26
1549,1082621,1723925,17
1550,1082621,1728718,1
1551,1082621,1734493,4
1552,1082621,1764059,34
1553,1082621,1764403,3
1554,1082621,1767602,56
1555,1082621,1768095,48
1556,1082621,1772940,1
1557,1082621,1794820,2
1558,1082621,1799957,59
1559,1082621,1800620,33
1560,1082621,1802080,43
1561,1082621,1802225,56
1562,1082621,1802277,11
1563,1082621,1803295,2
1564,1082621,1803898,35
1565,1082621,1817646,1
1566,1082621,1817652,1
1567,1082621,1825611,27
1568,1082621,1832158,12
1569,1082621,1832439,6
1570,1082621,1840750,1
1571,1082621,1841757,6
1572,1082621,1844568,1
1573,1082621,1852993,28
1574,1091561,5272,1
1575,1091561,713676,1
1576,1091561,914933,22
1577,1091561,931097,3
1578,1091561,1091561,1
1579,1091561,1105837,35
1580,1091561,1168889,13
1581,1091561,1334199,2
1582,1091561,1364742,1
1583,1091561,1388409,13
1584,1091561,1444055,2
1585,1091561,1455969,32
1586,1091561,1513211,19
1587,1091561,1547926,29
1588,1091561,1582202,1
1589,1091561,1598841,1
1590,1091561,1667140,2
1591,1091561,1694886,2
1592,1091561,1713520,9
1593,1091561,1727593,3
1594,1091561,1729854,36
1595,1091561,1767307,18
1596,1091561,1801413,9
1597,1091561,1803295,4
1598,1091561,1841015,3
1599,1091561,1858879,91
1600,1091961,5272,19
1601,1091961,16972,18
1602,1091961,35527,18
1603,1091961,356264,18
1604,1091961,712050,7
1605,1091961,713676,19
1606,1091961,732905,4
1607,1091961,773411,14
1608,1091961,857508,8
1609,1091961,859139,1
1610,1091961,944804,1
1611,1091961,1056527,1
1612,1091961,1105837,5
1613,1091961,1119032,8
1614,1091961,1130787,9
1615,1091961,1140771,7
1616,1091961,1166588,17
1617,1091961,1285973,6
1618,1091961,1297376,15
1619,1091961,1334199,1
1620,1091961,1360798,11
1621,1091961,1364742,18
1622,1091961,1373442,16
1623,1091961,1374170,17
1624,1091961,1376113,11
1625,1091961,1394866,19
1626,1091961,1399794,11
1627,1091961,1411530,12
1628,1091961,1415996,12
1629,1091961,1418329,8
1630,1091961,1447946,1
1631,1091961,1454759,1
1632,1091961,1463559,9
1633,1091961,1508097,1
1634,1091961,1509974,5
1635,1091961,1510668,1
1636,1091961,1535811,7
1637,1091961,1539994,11
1638,1091961,1541897,13
1639,1091961,1548916,10
1640,1091961,1582202,16
1641,1091961,1595509,1
1642,1091961,1599950,8
1643,1091961,1603001,4
1644,1091961,1609674,6
1645,1091961,1615135,3
1646,1091961,1633343,4
1647,1091961,1633697,7
1648,1091961,1664713,3
1649,1091961,1666736,6
1650,1091961,1672067,3
1651,1091961,1686444,9
1652,1091961,1697300,13
1653,1091961,1698219,10
1654,1091961,1715635,7
1655,1091961,1722329,1
1656,1091961,1722638,5
1657,1091961,1723925,2
1658,1091961,1734493,5
1659,1091961,1764059,1
1660,1091961,1767602,6
1661,1091961,1768095,8
1662,1091961,1794153,7
1663,1091961,1794198,7
1664,1091961,1794820,20
1665,1091961,1798736,5
1666,1091961,1799957,2
1667,1091961,1800620,3
1668,1091961,1801585,3
1669,1091961,1802080,1
1670,1091961,1802225,2
1671,1091961,1803295,2
1672,1091961,1803898,6
1673,1091961,1825611,2
1674,1091961,1832158,3
1675,1091961,1832439,1
1676,1091961,1841757,2
1677,1091961,1844568,2
1678,1091961,1844892,4
1679,1091961,1852993,4
1680,1105837,5272,37
1681,1105837,16972,21
1682,1105837,35527,317
1683,1105837,356264,21
1684,1105837,712050,67
1685,1105837,713676,425
1686,1105837,732905,3
1687,1105837,733986,33
1688,1105837,773411,171
1689,1105837,775368,3
1690,1105837,857508,5
1691,1105837,859139,5
1692,1105837,914933,20
1693,1105837,931097,6
1694,1105837,944804,4
1695,1105837,1002672,16
1696,1105837,1039565,1
1697,1105837,1078246,1
1698,1105837,1080107,204
1699,1105837,1082621,4
1700,1105837,1091561,1
1701,1105837,1105837,775
1702,1105837,1119032,6
1703,1105837,1130787,36
1704,1105837,1140771,36
1705,1105837,1166588,48
1706,1105837,1168889,10
1707,1105837,1271347,9
1708,1105837,1285973,23
1709,1105837,1297376,63
1710,1105837,1334199,3
1711,1105837,1360798,102
1712,1105837,1364742,476
1713,1105837,1373442,236
1714,1105837,1374170,39
1715,1105837,1376113,41
1716,1105837,1388409,10
1717,1105837,1394866,15
1718,1105837,1399794,102
1719,1105837,1411530,57
1720,1105837,1415996,74
1721,1105837,1418329,13
1722,1105837,1447946,8
1723,1105837,1454759,8
1724,1105837,1455969,47
1725,1105837,1463559,37
1726,1105837,1508097,2
1727,1105837,1509974,44
1728,1105837,1510668,4
1729,1105837,1513211,24
1730,1105837,1535811,65
1731,1105837,1539994,16
1732,1105837,1541897,137
1733,1105837,1547926,42
1734,1105837,1548916,142
1735,1105837,1560009,1
1736,1105837,1582202,33
1737,1105837,1595509,26
1738,1105837,1598841,1
1739,1105837,1599950,5
1740,1105837,1603001,9
1741,1105837,1609674,1
1742,1105837,1615135,26
1743,1105837,1633343,7
1744,1105837,1633697,2
1745,1105837,1664713,2
1746,1105837,1666736,18
1747,1105837,1667140,4
1748,1105837,1672067,32
1749,1105837,1686444,62
1750,1105837,1694886,2
1751,1105837,1697300,98
1752,1105837,1698006,2
1753,1105837,1698219,43
1754,1105837,1713520,11
1755,1105837,1714590,11
1756,1105837,1715635,5
1757,1105837,1722329,5
1758,1105837,1722638,26
1759,1105837,1723925,19
1760,1105837,1727593,2
1761,1105837,1728120,1
1762,1105837,1729854,59
1763,1105837,1734493,14
1764,1105837,1745796,3
1765,1105837,1764059,33
1766,1105837,1764403,2
1767,1105837,1767307,16
1768,1105837,1767602,52
1769,1105837,1768095,46
1770,1105837,1794153,5
1771,1105837,1794820,12
1772,1105837,1799957,56
1773,1105837,1800620,29
1774,1105837,1801413,6
1775,1105837,1801585,1
1776,1105837,1802080,40
1777,1105837,1802225,48
1778,1105837,1802277,10
1779,1105837,1803295,4
1780,1105837,1803898,40
1781,1105837,1817652,1
1782,1105837,1825611,24
1783,1105837,1832158,12
1784,1105837,1832439,3
1785,1105837,1840750,3
1786,1105837,1841015,3
1787,1105837,1841757,6
1788,1105837,1852993,29
1789,1105837,1858879,152
1790,1119032,5272,16
1791,1119032,16972,12
1792,1119032,35527,18
1793,1119032,356264,10
1794,1119032,712050,11
1795,1119032,713676,22
1796,1119032,732905,2
1797,1119032,773411,16
1798,1119032,775368,2
1799,1119032,857508,8
1800,1119032,859139,3
1801,1119032,944804,5
1802,1119032,1002672,1
1803,1119032,1008322,1
1804,1119032,1078246,1
1805,1119032,1080107,1
1806,1119032,1105837,1
1807,1119032,1130787,10
1808,1119032,1140771,10
1809,1119032,1166588,23
1810,1119032,1285973,6
1811,1119032,1297376,17
1812,1119032,1360798,14
1813,1119032,1364742,21
1814,1119032,1373442,14
1815,1119032,1374170,18
1816,1119032,1376113,13
1817,1119032,1394866,10
1818,1119032,1399794,10
1819,1119032,1411530,17
1820,1119032,1415996,16
1821,1119032,1418329,10
1822,1119032,1447946,2
1823,1119032,1454759,1
1824,1119032,1463559,13
1825,1119032,1508097,4
1826,1119032,1509974,8
1827,1119032,1510668,6
1828,1119032,1535811,12
1829,1119032,1539994,13
1830,1119032,1541897,16
1831,1119032,1548916,10
1832,1119032,1582202,15
1833,1119032,1595509,7
1834,1119032,1599950,8
1835,1119032,1603001,7
1836,1119032,1609674,2
1837,1119032,1615135,3
1838,1119032,1633343,9
1839,1119032,1664713,3
1840,1119032,1666736,16
1841,1119032,1672067,6
1842,1119032,1686444,14
1843,1119032,1695426,1
1844,1119032,1697300,14
1845,1119032,1698006,1
1846,1119032,1698219,11
1847,1119032,1714590,3
1848,1119032,1715635,1
1849,1119032,1722329,1
1850,1119032,1722638,9
1851,1119032,1723925,6
1852,1119032,1728718,1
1853,1119032,1734493,6
1854,1119032,1764059,7
1855,1119032,1767602,5
1856,1119032,1768095,10
1857,1119032,1772940,1
1858,1119032,1794153,7
1859,1119032,1794820,10
1860,1119032,1798736,2
1861,1119032,1799957,3
1862,1119032,1800620,1
1863,1119032,1801585,1
1864,1119032,1802080,1
1865,1119032,1802225,4
1866,1119032,1803295,1
1867,1119032,1803898,7
1868,1119032,1825611,5
1869,1119032,1832158,5
1870,1119032,1832439,3
1871,1119032,1840750,3
1872,1119032,1841757,2
1873,1119032,1844568,1
1874,1119032,1852993,8
1875,1130787,5272,38
1876,1130787,16972,45
1877,1130787,35527,1440
1878,1130787,356264,23
1879,1130787,712050,286
1880,1130787,713676,1833
1881,1130787,732905,3
1882,1130787,733986,159
1883,1130787,773411,750
1884,1130787,775368,11
1885,1130787,857508,11
1886,1130787,859139,22
1887,1130787,914933,1
1888,1130787,944804,13
1889,1130787,1002672,84
1890,1130787,1008322,6
1891,1130787,1056527,2
1892,1130787,1078246,8
1893,1130787,1080107,922
1894,1130787,1082621,15
1895,1130787,1105837,19
1896,1130787,1130787,114
1897,1130787,1140771,75
1898,1130787,1166588,74
1899,1130787,1271347,45
1900,1130787,1285973,93
1901,1130787,1297376,247
1902,1130787,1360798,401
1903,1130787,1364742,2223
1904,1130787,1373442,1019
1905,1130787,1374170,88
1906,1130787,1376113,153
1907,1130787,1388409,1
1908,1130787,1394866,18
1909,1130787,1399794,388
1910,1130787,1411530,187
1911,1130787,1415996,295
1912,1130787,1418329,23
1913,1130787,1447946,19
1914,1130787,1454759,48
1915,1130787,1463559,105
1916,1130787,1508097,18
1917,1130787,1509974,186
1918,1130787,1510668,7
1919,1130787,1535811,325
1920,1130787,1539994,18
1921,1130787,1541897,537
1922,1130787,1548916,646
1923,1130787,1582202,87
1924,1130787,1595509,108
1925,1130787,1599950,11
1926,1130787,1603001,22
1927,1130787,1609674,4
1928,1130787,1615135,84
1929,1130787,1633343,16
1930,1130787,1664713,9
1931,1130787,1666736,16
1932,1130787,1672067,105
1933,1130787,1686444,260
1934,1130787,1695426,1
1935,1130787,1697300,394
1936,1130787,1698006,3
1937,1130787,1698219,186
1938,1130787,1710785,1
1939,1130787,1714590,29
1940,1130787,1715635,7
1941,1130787,1718570,1
1942,1130787,1722329,5
1943,1130787,1722638,114
1944,1130787,1723925,71
1945,1130787,1728120,3
1946,1130787,1728718,1
1947,1130787,1734493,46
1948,1130787,1764059,143
1949,1130787,1764403,8
1950,1130787,1767602,231
1951,1130787,1768095,211
1952,1130787,1772940,3
1953,1130787,1794153,4
1954,1130787,1794820,22
1955,1130787,1798736,2
1956,1130787,1799957,259
1957,1130787,1800620,144
1958,1130787,1801585,2
1959,1130787,1802080,164
1960,1130787,1802225,229
1961,1130787,1802277,38
1962,1130787,1803295,21
1963,1130787,1803898,168
1964,1130787,1817646,2
1965,1130787,1817652,1
1966,1130787,1825611,100
1967,1130787,1832158,55
1968,1130787,1832439,15
1969,1130787,1840750,6
1970,1130787,1841757,41
1971,1130787,1844568,3
1972,1130787,1852993,130
1973,1140771,5272,41
1974,1140771,16972,31
1975,1140771,35527,93
1976,1140771,356264,28
1977,1140771,712050,34
1978,1140771,713676,150
1979,1140771,732905,5
1980,1140771,733986,3
1981,1140771,773411,96
1982,1140771,775368,9
1983,1140771,857508,14
1984,1140771,859139,2
1985,1140771,944804,12
1986,1140771,1002672,6
1987,1140771,1008322,1
1988,1140771,1078246,1
1989,1140771,1080107,64
1990,1140771,1105837,7
1991,1140771,1130787,6
1992,1140771,1140771,8
1993,1140771,1166588,40
1994,1140771,1271347,5
1995,1140771,1285973,17
1996,1140771,1297376,57
1997,1140771,1360798,43
1998,1140771,1364742,268
1999,1140771,1373442,114
2000,1140771,1374170,48
2001,1140771,1376113,35
2002,1140771,1394866,20
2003,1140771,1399794,29
2004,1140771,1411530,59
2005,1140771,1415996,40
2006,1140771,1418329,17
2007,1140771,1447946,7
2008,1140771,1454759,2
2009,1140771,1463559,37
2010,1140771,1508097,10
2011,1140771,1509974,27
2012,1140771,1510668,6
2013,1140771,1535811,38
2014,1140771,1539994,12
2015,1140771,1541897,60
2016,1140771,1548916,39
2017,1140771,1582202,41
2018,1140771,1595509,18
2019,1140771,1599950,14
2020,1140771,1603001,16
2021,1140771,1609674,2
2022,1140771,1615135,11
2023,1140771,1633343,12
2024,1140771,1664713,4
2025,1140771,1666736,17
2026,1140771,1672067,20
2027,1140771,1686444,36
2028,1140771,1695426,3
2029,1140771,1697300,40
2030,1140771,1698006,5
2031,1140771,1698219,32
2032,1140771,1714590,11
2033,1140771,1715635,9
2034,1140771,1722329,3
2035,1140771,1722638,16
2036,1140771,1723925,14
2037,1140771,1734493,19
2038,1140771,1745796,2
2039,1140771,1764059,14
2040,1140771,1767602,28
2041,1140771,1768095,25
2042,1140771,1772940,1
2043,1140771,1794153,5
2044,1140771,1794820,17
2045,1140771,1798736,3
2046,1140771,1799957,34
2047,1140771,1800620,13
2048,1140771,1801585,2
2049,1140771,1802080,8
2050,1140771,1802225,21
2051,1140771,1803295,5
2052,1140771,1803898,24
2053,1140771,1825611,14
2054,1140771,1832158,14
2055,1140771,1832439,3
2056,1140771,1840750,5
2057,1140771,1841757,6
2058,1140771,1844568,2
2059,1140771,1852993,20
2060,1166588,5272,1984
2061,1166588,16972,144
2062,1166588,35527,839
2063,1166588,356264,111
2064,1166588,712050,86
2065,1166588,713676,1339
2066,1166588,732905,12
2067,1166588,773411,314
2068,1166588,775368,19
2069,1166588,857508,102
2070,1166588,859139,5
2071,1166588,914933,2
2072,1166588,944804,45
2073,1166588,1002672,1
2074,1166588,1008322,5
2075,1166588,1056527,2
2076,1166588,1078246,2
2077,1166588,1080107,16
2078,1166588,1105837,2
2079,1166588,1130787,15
2080,1166588,1140771,2
2081,1166588,1166588,190
2082,1166588,1271347,5
2083,1166588,1285973,22
2084,1166588,1297376,585
2085,1166588,1334199,3
2086,1166588,1360798,153
2087,1166588,1364742,1914
2088,1166588,1373442,267
2089,1166588,1374170,999
2090,1166588,1376113,409
2091,1166588,1394866,85
2092,1166588,1399794,82
2093,1166588,1411530,370
2094,1166588,1415996,509
2095,1166588,1418329,167
2096,1166588,1447946,99
2097,1166588,1454759,13
2098,1166588,1463559,355
2099,1166588,1508097,26
2100,1166588,1509974,36
2101,1166588,1510668,18
2102,1166588,1535811,63
2103,1166588,1539994,156
2104,1166588,1541897,279
2105,1166588,1547926,1
2106,1166588,1548916,82
2107,1166588,1582202,1211
2108,1166588,1595509,30
2109,1166588,1599950,102
2110,1166588,1603001,92
2111,1166588,1609674,6
2112,1166588,1615135,23
2113,1166588,1633343,84
2114,1166588,1633697,84
2115,1166588,1664713,12
2116,1166588,1666736,47
2117,1166588,1672067,20
2118,1166588,1686444,69
2119,1166588,1695426,2
2120,1166588,1697300,109
2121,1166588,1698006,10
2122,1166588,1698219,67
2123,1166588,1713520,1
2124,1166588,1714590,28
2125,1166588,1715635,42
2126,1166588,1718570,3
2127,1166588,1722329,18
2128,1166588,1722638,20
2129,1166588,1723925,20
2130,1166588,1728120,7
2131,1166588,1728718,6
2132,1166588,1729854,2
2133,1166588,1734493,50
2134,1166588,1745796,7
2135,1166588,1764059,43
2136,1166588,1764403,9
2137,1166588,1767307,1
2138,1166588,1767602,24
2139,1166588,1768095,54
2140,1166588,1772940,8
2141,1166588,1794153,15
2142,1166588,1794198,24
2143,1166588,1794820,69
2144,1166588,1798736,5
2145,1166588,1799957,12
2146,1166588,1800620,26
2147,1166588,1801585,12
2148,1166588,1802080,10
2149,1166588,1802225,18
2150,1166588,1803089,2
2151,1166588,1803295,13
2152,1166588,1803898,37
2153,1166588,1817646,4
2154,1166588,1817652,8
2155,1166588,1825611,35
2156,1166588,1832158,17
2157,1166588,1832439,4
2158,1166588,1840750,13
2159,1166588,1841757,6
2160,1166588,1844568,3
2161,1166588,1844892,6
2162,1166588,1852993,44
2163,1168889,914933,4
2164,1168889,931097,4
2165,1168889,1388409,9
2166,1168889,1455969,14
2167,1168889,1513211,12
2168,1168889,1547926,22
2169,1168889,1598841,1
2170,1168889,1667140,3
2171,1168889,1713520,5
2172,1168889,1729854,9
2173,1168889,1767307,7
2174,1168889,1801413,5
2175,1168889,1803295,2
2176,1168889,1841015,3
2177,1168889,1858879,22
2178,1271347,5272,3
2179,1271347,16972,2
2180,1271347,35527,128
2181,1271347,356264,1
2182,1271347,712050,28
2183,1271347,713676,169
2184,1271347,733986,10
2185,1271347,773411,85
2186,1271347,775368,1
2187,1271347,944804,2
2188,1271347,1002672,10
2189,1271347,1008322,4
2190,1271347,1056527,3
2191,1271347,1080107,89
2192,1271347,1105837,2
2193,1271347,1130787,5
2194,1271347,1140771,8
2195,1271347,1271347,13
2196,1271347,1285973,4
2197,1271347,1297376,16
2198,1271347,1360798,31
2199,1271347,1364742,262
2200,1271347,1373442,104
2201,1271347,1374170,9
2202,1271347,1376113,33
2203,1271347,1394866,2
2204,1271347,1399794,34
2205,1271347,1411530,19
2206,1271347,1415996,24
2207,1271347,1418329,1
2208,1271347,1447946,3
2209,1271347,1454759,13
2210,1271347,1463559,6
2211,1271347,1509974,12
2212,1271347,1510668,1
2213,1271347,1535811,36
2214,1271347,1539994,2
2215,1271347,1541897,45
2216,1271347,1548916,69
2217,1271347,1582202,9
2218,1271347,1595509,5
2219,1271347,1603001,2
2220,1271347,1615135,9
2221,1271347,1633343,1
2222,1271347,1666736,1
2223,1271347,1672067,9
2224,1271347,1686444,27
2225,1271347,1697300,34
2226,1271347,1698219,11
2227,1271347,1714590,3
2228,1271347,1722638,8
2229,1271347,1723925,4
2230,1271347,1728120,1
2231,1271347,1734493,5
2232,1271347,1764059,13
2233,1271347,1767602,17
2234,1271347,1768095,21
2235,1271347,1772940,1
2236,1271347,1794153,1
2237,1271347,1794820,2
2238,1271347,1799957,33
2239,1271347,1800620,16
2240,1271347,1801585,1
2241,1271347,1802080,11
2242,1271347,1802225,28
2243,1271347,1803898,33
2244,1271347,1817652,1
2245,1271347,1825611,5
2246,1271347,1832158,5
2247,1271347,1840750,1
2248,1271347,1841757,1
2249,1271347,1852993,14
2250,1285973,5272,27
2251,1285973,16972,30
2252,1285973,35527,662
2253,1285973,356264,24
2254,1285973,712050,136
2255,1285973,713676,844
2256,1285973,732905,3
2257,1285973,733986,82
2258,1285973,773411,378
2259,1285973,775368,11
2260,1285973,857508,9
2261,1285973,859139,10
2262,1285973,944804,13
2263,1285973,1002672,46
2264,1285973,1008322,5
2265,1285973,1056527,1
2266,1285973,1078246,7
2267,1285973,1080107,425
2268,1285973,1082621,5
2269,1285973,1105837,8
2270,1285973,1130787,59
2271,1285973,1140771,28
2272,1285973,1166588,1
2273,1285973,1271347,19
2274,1285973,1285973,33
2275,1285973,1297376,103
2276,1285973,1334199,1
2277,1285973,1360798,216
2278,1285973,1364742,1013
2279,1285973,1373442,485
2280,1285973,1374170,53
2281,1285973,1376113,82
2282,1285973,1388409,1
2283,1285973,1394866,18
2284,1285973,1399794,195
2285,1285973,1411530,112
2286,1285973,1415996,156
2287,1285973,1418329,15
2288,1285973,1447946,7
2289,1285973,1454759,14
2290,1285973,1463559,51
2291,1285973,1508097,10
2292,1285973,1509974,112
2293,1285973,1510668,6
2294,1285973,1535811,163
