,cik_No1,cik_No2,count
2295,1285973,1539994,10
2296,1285973,1541897,271
2297,1285973,1548916,301
2298,1285973,1582202,46
2299,1285973,1595509,64
2300,1285973,1599950,9
2301,1285973,1603001,16
2302,1285973,1609674,1
2303,1285973,1615135,59
2304,1285973,1633343,11
2305,1285973,1664713,6
2306,1285973,1666736,14
2307,1285973,1672067,70
2308,1285973,1686444,134
2309,1285973,1695426,4
2310,1285973,1697300,202
2311,1285973,1698006,3
2312,1285973,1698219,121
2313,1285973,1714590,21
2314,1285973,1715635,7
2315,1285973,1718570,1
2316,1285973,1722329,2
2317,1285973,1722638,68
2318,1285973,1723925,44
2319,1285973,1728120,2
2320,1285973,1734493,30
2321,1285973,1764059,73
2322,1285973,1764403,4
2323,1285973,1767602,109
2324,1285973,1768095,120
2325,1285973,1794153,3
2326,1285973,1794820,20
2327,1285973,1798736,1
2328,1285973,1799957,131
2329,1285973,1800620,75
2330,1285973,1801585,2
2331,1285973,1802080,83
2332,1285973,1802225,102
2333,1285973,1802277,29
2334,1285973,1803295,20
2335,1285973,1803898,103
2336,1285973,1825611,57
2337,1285973,1832158,38
2338,1285973,1832439,5
2339,1285973,1840750,2
2340,1285973,1841757,28
2341,1285973,1844568,1
2342,1285973,1852993,65
2343,1297376,5272,497
2344,1297376,16972,118
2345,1297376,35527,1930
2346,1297376,356264,90
2347,1297376,712050,313
2348,1297376,713676,2438
2349,1297376,732905,10
2350,1297376,733986,82
2351,1297376,773411,894
2352,1297376,775368,29
2353,1297376,857508,58
2354,1297376,859139,12
2355,1297376,914933,3
2356,1297376,944804,71
2357,1297376,1002672,47
2358,1297376,1008322,3
2359,1297376,1056527,1
2360,1297376,1078246,3
2361,1297376,1080107,544
2362,1297376,1082621,5
2363,1297376,1105837,13
2364,1297376,1130787,96
2365,1297376,1140771,32
2366,1297376,1166588,61
2367,1297376,1271347,20
2368,1297376,1285973,42
2369,1297376,1297376,97
2370,1297376,1334199,4
2371,1297376,1360798,405
2372,1297376,1364742,2611
2373,1297376,1373442,1007
2374,1297376,1374170,915
2375,1297376,1376113,484
2376,1297376,1394866,64
2377,1297376,1399794,354
2378,1297376,1411530,664
2379,1297376,1415996,665
2380,1297376,1418329,94
2381,1297376,1447946,72
2382,1297376,1454759,41
2383,1297376,1463559,413
2384,1297376,1508097,37
2385,1297376,1509974,161
2386,1297376,1510668,19
2387,1297376,1535811,296
2388,1297376,1539994,83
2389,1297376,1541897,654
2390,1297376,1547926,1
2391,1297376,1548916,554
2392,1297376,1582202,964
2393,1297376,1595509,103
2394,1297376,1599950,58
2395,1297376,1603001,121
2396,1297376,1609674,9
2397,1297376,1615135,68
2398,1297376,1633343,52
2399,1297376,1664713,25
2400,1297376,1666736,44
2401,1297376,1672067,86
2402,1297376,1686444,216
2403,1297376,1695426,9
2404,1297376,1697300,388
2405,1297376,1698006,14
2406,1297376,1698219,234
2407,1297376,1710785,1
2408,1297376,1713520,1
2409,1297376,1714590,60
2410,1297376,1715635,20
2411,1297376,1718570,3
2412,1297376,1722329,42
2413,1297376,1722638,73
2414,1297376,1723925,61
2415,1297376,1728120,13
2416,1297376,1728718,9
2417,1297376,1729854,2
2418,1297376,1734493,100
2419,1297376,1745796,6
2420,1297376,1764059,136
2421,1297376,1764403,9
2422,1297376,1767307,1
2423,1297376,1767602,151
2424,1297376,1768095,186
2425,1297376,1772940,11
2426,1297376,1794153,9
2427,1297376,1794820,74
2428,1297376,1798736,5
2429,1297376,1799957,172
2430,1297376,1800620,128
2431,1297376,1801585,6
2432,1297376,1802080,100
2433,1297376,1802225,144
2434,1297376,1802277,29
2435,1297376,1803295,30
2436,1297376,1803898,146
2437,1297376,1817646,4
2438,1297376,1817652,8
2439,1297376,1825611,86
2440,1297376,1832158,75
2441,1297376,1832439,11
2442,1297376,1840750,16
2443,1297376,1841757,34
2444,1297376,1844568,5
2445,1297376,1852993,130
2446,1334199,5272,3
2447,1334199,16972,2
2448,1334199,35527,4
2449,1334199,356264,3
2450,1334199,712050,1
2451,1334199,713676,4
2452,1334199,773411,4
2453,1334199,914933,1
2454,1334199,944804,1
2455,1334199,1360798,2
2456,1334199,1364742,4
2457,1334199,1373442,4
2458,1334199,1374170,4
2459,1334199,1376113,1
2460,1334199,1388409,1
2461,1334199,1394866,2
2462,1334199,1399794,2
2463,1334199,1411530,4
2464,1334199,1415996,4
2465,1334199,1418329,1
2466,1334199,1455969,3
2467,1334199,1463559,3
2468,1334199,1509974,2
2469,1334199,1513211,4
2470,1334199,1535811,1
2471,1334199,1541897,2
2472,1334199,1547926,7
2473,1334199,1548916,1
2474,1334199,1582202,4
2475,1334199,1667140,1
2476,1334199,1697300,2
2477,1334199,1698219,1
2478,1334199,1713520,1
2479,1334199,1715635,1
2480,1334199,1722329,1
2481,1334199,1723925,1
2482,1334199,1727593,1
2483,1334199,1729854,2
2484,1334199,1767307,1
2485,1334199,1767602,1
2486,1334199,1768095,1
2487,1334199,1794820,1
2488,1334199,1800620,2
2489,1334199,1801413,1
2490,1334199,1803295,1
2491,1334199,1803898,3
2492,1334199,1858879,6
2493,1360798,5272,139
2494,1360798,16972,94
2495,1360798,35527,4817
2496,1360798,356264,66
2497,1360798,712050,952
2498,1360798,713676,6125
2499,1360798,732905,7
2500,1360798,733986,527
2501,1360798,773411,2524
2502,1360798,775368,21
2503,1360798,857508,29
2504,1360798,859139,74
2505,1360798,944804,36
2506,1360798,1002672,296
2507,1360798,1008322,24
2508,1360798,1056527,8
2509,1360798,1078246,41
2510,1360798,1080107,3189
2511,1360798,1082621,53
2512,1360798,1105837,60
2513,1360798,1119032,1
2514,1360798,1130787,415
2515,1360798,1140771,178
2516,1360798,1166588,28
2517,1360798,1271347,143
2518,1360798,1285973,258
2519,1360798,1297376,372
2520,1360798,1360798,1166
2521,1360798,1364742,7221
2522,1360798,1373442,3410
2523,1360798,1374170,238
2524,1360798,1376113,452
2525,1360798,1388409,1
2526,1360798,1394866,48
2527,1360798,1399794,1327
2528,1360798,1411530,629
2529,1360798,1415996,1010
2530,1360798,1418329,47
2531,1360798,1447946,66
2532,1360798,1454759,179
2533,1360798,1463559,239
2534,1360798,1508097,26
2535,1360798,1509974,666
2536,1360798,1510668,11
2537,1360798,1535811,1054
2538,1360798,1539994,34
2539,1360798,1541897,1829
2540,1360798,1547926,1
2541,1360798,1548916,2171
2542,1360798,1582202,241
2543,1360798,1595509,331
2544,1360798,1599950,29
2545,1360798,1603001,62
2546,1360798,1609674,5
2547,1360798,1615135,295
2548,1360798,1633343,27
2549,1360798,1664713,14
2550,1360798,1666736,37
2551,1360798,1672067,385
2552,1360798,1686444,838
2553,1360798,1695426,6
2554,1360798,1697300,1346
2555,1360798,1698006,9
2556,1360798,1698219,587
2557,1360798,1714590,84
2558,1360798,1715635,13
2559,1360798,1718570,1
2560,1360798,1722329,20
2561,1360798,1722638,384
2562,1360798,1723925,229
2563,1360798,1728120,10
2564,1360798,1728718,4
2565,1360798,1729854,2
2566,1360798,1734493,96
2567,1360798,1745796,3
2568,1360798,1757128,1
2569,1360798,1764059,470
2570,1360798,1764403,32
2571,1360798,1767602,738
2572,1360798,1768095,684
2573,1360798,1772940,7
2574,1360798,1794153,8
2575,1360798,1794820,47
2576,1360798,1798736,3
2577,1360798,1799957,830
2578,1360798,1800620,481
2579,1360798,1801585,4
2580,1360798,1802080,561
2581,1360798,1802225,745
2582,1360798,1802277,194
2583,1360798,1803295,77
2584,1360798,1803898,586
2585,1360798,1817646,1
2586,1360798,1817652,3
2587,1360798,1825611,346
2588,1360798,1832158,197
2589,1360798,1832439,36
2590,1360798,1840750,10
2591,1360798,1841757,117
2592,1360798,1844568,4
2593,1360798,1852993,389
2594,1364742,5272,1658
2595,1364742,16972,218
2596,1364742,35527,12807
2597,1364742,356264,101
2598,1364742,712050,2165
2599,1364742,713676,17979
2600,1364742,732905,11
2601,1364742,733986,1190
2602,1364742,773411,6704
2603,1364742,775368,34
2604,1364742,857508,60
2605,1364742,859139,146
2606,1364742,914933,3
2607,1364742,944804,109
2608,1364742,1002672,686
2609,1364742,1008322,41
2610,1364742,1056527,14
2611,1364742,1078246,79
2612,1364742,1080107,8041
2613,1364742,1082621,86
2614,1364742,1105837,144
2615,1364742,1119032,1
2616,1364742,1130787,878
2617,1364742,1140771,534
2618,1364742,1166588,135
2619,1364742,1271347,370
2620,1364742,1285973,567
2621,1364742,1297376,1031
2622,1364742,1360798,2434
2623,1364742,1364742,19302
2624,1364742,1373442,8707
2625,1364742,1374170,1859
2626,1364742,1376113,1502
2627,1364742,1388409,1
2628,1364742,1394866,70
2629,1364742,1399794,2747
2630,1364742,1411530,1818
2631,1364742,1415996,2971
2632,1364742,1418329,114
2633,1364742,1447946,251
2634,1364742,1454759,367
2635,1364742,1463559,862
2636,1364742,1508097,46
2637,1364742,1509974,1367
2638,1364742,1510668,29
2639,1364742,1535811,2529
2640,1364742,1539994,94
2641,1364742,1541897,4294
2642,1364742,1547926,1
2643,1364742,1548916,5247
2644,1364742,1582202,2421
2645,1364742,1595509,706
2646,1364742,1599950,60
2647,1364742,1603001,160
2648,1364742,1609674,9
2649,1364742,1615135,647
2650,1364742,1633343,60
2651,1364742,1664713,27
2652,1364742,1666736,53
2653,1364742,1672067,850
2654,1364742,1686444,1898
2655,1364742,1695426,11
2656,1364742,1697300,2814
2657,1364742,1698006,17
2658,1364742,1698219,1185
2659,1364742,1710785,1
2660,1364742,1713520,1
2661,1364742,1714590,241
2662,1364742,1715635,24
2663,1364742,1718570,5
2664,1364742,1722329,54
2665,1364742,1722638,649
2666,1364742,1723925,466
2667,1364742,1728120,23
2668,1364742,1728718,9
2669,1364742,1729854,2
2670,1364742,1734493,244
2671,1364742,1745796,7
2672,1364742,1757128,1
2673,1364742,1764059,1095
2674,1364742,1764403,63
2675,1364742,1767307,1
2676,1364742,1767602,1679
2677,1364742,1768095,1332
2678,1364742,1772940,18
2679,1364742,1794153,9
2680,1364742,1794820,88
2681,1364742,1798736,4
2682,1364742,1799957,2363
2683,1364742,1800620,1252
2684,1364742,1801585,7
2685,1364742,1802080,1222
2686,1364742,1802225,1872
2687,1364742,1802277,392
2688,1364742,1803089,1
2689,1364742,1803295,145
2690,1364742,1803898,1252
2691,1364742,1817646,11
2692,1364742,1817652,16
2693,1364742,1825611,660
2694,1364742,1832158,463
2695,1364742,1832439,56
2696,1364742,1840750,22
2697,1364742,1841757,207
2698,1364742,1844568,5
2699,1364742,1852993,978
2700,1373442,5272,246
2701,1373442,16972,121
2702,1373442,35527,6980
2703,1373442,356264,82
2704,1373442,712050,1411
2705,1373442,713676,9222
2706,1373442,732905,8
2707,1373442,733986,684
2708,1373442,773411,3880
2709,1373442,775368,26
2710,1373442,857508,40
2711,1373442,859139,94
2712,1373442,914933,2
2713,1373442,944804,49
2714,1373442,1002672,398
2715,1373442,1008322,31
2716,1373442,1056527,11
2717,1373442,1078246,65
2718,1373442,1080107,4555
2719,1373442,1082621,52
2720,1373442,1105837,78
2721,1373442,1130787,552
2722,1373442,1140771,291
2723,1373442,1166588,22
2724,1373442,1271347,219
2725,1373442,1285973,349
2726,1373442,1297376,605
2727,1373442,1360798,1453
2728,1373442,1364742,10605
2729,1373442,1373442,4621
2730,1373442,1374170,429
2731,1373442,1376113,675
2732,1373442,1388409,1
2733,1373442,1394866,58
2734,1373442,1399794,1651
2735,1373442,1411530,943
2736,1373442,1415996,1442
2737,1373442,1418329,64
2738,1373442,1447946,82
2739,1373442,1454759,259
2740,1373442,1463559,350
2741,1373442,1508097,31
2742,1373442,1509974,858
2743,1373442,1510668,15
2744,1373442,1535811,1507
2745,1373442,1539994,47
2746,1373442,1541897,2477
2747,1373442,1548916,3124
2748,1373442,1582202,441
2749,1373442,1595509,436
2750,1373442,1599950,40
2751,1373442,1603001,72
2752,1373442,1609674,5
2753,1373442,1615135,404
2754,1373442,1633343,36
2755,1373442,1664713,19
2756,1373442,1666736,36
2757,1373442,1672067,532
2758,1373442,1686444,1096
2759,1373442,1695426,5
2760,1373442,1697300,1745
2761,1373442,1698006,13
2762,1373442,1698219,760
2763,1373442,1713520,1
2764,1373442,1714590,137
2765,1373442,1715635,19
2766,1373442,1718570,1
2767,1373442,1722329,30
2768,1373442,1722638,450
2769,1373442,1723925,290
2770,1373442,1728120,13
2771,1373442,1728718,5
2772,1373442,1729854,2
2773,1373442,1734493,148
2774,1373442,1745796,3
2775,1373442,1764059,618
2776,1373442,1764403,38
2777,1373442,1767307,1
2778,1373442,1767602,1018
2779,1373442,1768095,843
2780,1373442,1772940,6
2781,1373442,1794153,8
2782,1373442,1794820,64
2783,1373442,1798736,3
2784,1373442,1799957,1322
2785,1373442,1800620,717
2786,1373442,1801585,6
2787,1373442,1802080,716
2788,1373442,1802225,1113
2789,1373442,1802277,279
2790,1373442,1803295,113
2791,1373442,1803898,779
2792,1373442,1817646,2
2793,1373442,1817652,2
2794,1373442,1825611,407
2795,1373442,1832158,290
2796,1373442,1832439,38
2797,1373442,1840750,12
2798,1373442,1841757,151
2799,1373442,1844568,5
2800,1373442,1852993,527
2801,1374170,5272,886
2802,1374170,16972,133
2803,1374170,35527,1300
2804,1374170,356264,97
2805,1374170,712050,136
2806,1374170,713676,1771
2807,1374170,732905,8
2808,1374170,773411,477
2809,1374170,775368,30
2810,1374170,857508,60
2811,1374170,859139,2
2812,1374170,914933,2
2813,1374170,944804,89
2814,1374170,1002672,2
2815,1374170,1008322,5
2816,1374170,1056527,2
2817,1374170,1078246,3
2818,1374170,1080107,18
2819,1374170,1105837,1
2820,1374170,1119032,1
2821,1374170,1130787,23
2822,1374170,1140771,2
2823,1374170,1166588,108
2824,1374170,1285973,2
2825,1374170,1297376,13
2826,1374170,1360798,4
2827,1374170,1364742,208
2828,1374170,1373442,6
2829,1374170,1374170,34
2830,1374170,1376113,548
2831,1374170,1394866,70
2832,1374170,1399794,166
2833,1374170,1411530,635
2834,1374170,1415996,722
2835,1374170,1418329,100
2836,1374170,1447946,111
2837,1374170,1454759,18
2838,1374170,1463559,518
2839,1374170,1508097,33
2840,1374170,1509974,75
2841,1374170,1510668,22
2842,1374170,1535811,101
2843,1374170,1539994,81
2844,1374170,1541897,392
2845,1374170,1547926,1
2846,1374170,1548916,122
2847,1374170,1582202,1642
2848,1374170,1595509,46
2849,1374170,1599950,60
2850,1374170,1603001,132
2851,1374170,1609674,5
2852,1374170,1615135,37
2853,1374170,1633343,57
2854,1374170,1664713,23
2855,1374170,1666736,46
2856,1374170,1672067,34
2857,1374170,1686444,104
2858,1374170,1695426,10
2859,1374170,1697300,173
2860,1374170,1698006,17
2861,1374170,1698219,123
2862,1374170,1714590,39
2863,1374170,1715635,23
2864,1374170,1718570,4
2865,1374170,1722329,44
2866,1374170,1722638,40
2867,1374170,1723925,37
2868,1374170,1728120,13
2869,1374170,1728718,8
2870,1374170,1729854,2
2871,1374170,1734493,84
2872,1374170,1745796,7
2873,1374170,1757128,1
2874,1374170,1764059,63
2875,1374170,1764403,9
2876,1374170,1767602,37
2877,1374170,1768095,100
2878,1374170,1772940,12
2879,1374170,1794153,9
2880,1374170,1794820,76
2881,1374170,1798736,3
2882,1374170,1799957,19
2883,1374170,1800620,49
2884,1374170,1801585,7
2885,1374170,1802080,11
2886,1374170,1802225,22
2887,1374170,1803295,22
2888,1374170,1803898,70
2889,1374170,1817646,8
2890,1374170,1817652,9
2891,1374170,1825611,52
2892,1374170,1832158,27
2893,1374170,1832439,7
2894,1374170,1840750,12
2895,1374170,1841757,12
2896,1374170,1844568,3
2897,1374170,1852993,64
2898,1376113,5272,387
2899,1376113,16972,82
2900,1376113,35527,1086
2901,1376113,356264,60
2902,1376113,712050,227
2903,1376113,713676,1378
2904,1376113,732905,5
2905,1376113,733986,63
2906,1376113,773411,561
2907,1376113,775368,21
2908,1376113,857508,34
2909,1376113,859139,11
2910,1376113,944804,43
2911,1376113,1002672,53
2912,1376113,1008322,17
2913,1376113,1056527,13
2914,1376113,1078246,10
2915,1376113,1080107,366
2916,1376113,1082621,3
2917,1376113,1105837,7
2918,1376113,1119032,1
2919,1376113,1130787,65
2920,1376113,1140771,19
2921,1376113,1166588,37
2922,1376113,1271347,45
2923,1376113,1285973,27
2924,1376113,1297376,42
2925,1376113,1360798,155
2926,1376113,1364742,823
2927,1376113,1373442,370
2928,1376113,1374170,10
2929,1376113,1376113,89
2930,1376113,1394866,45
2931,1376113,1399794,279
2932,1376113,1411530,391
2933,1376113,1415996,484
2934,1376113,1418329,47
2935,1376113,1447946,46
2936,1376113,1454759,61
2937,1376113,1463559,251
2938,1376113,1508097,25
2939,1376113,1509974,128
2940,1376113,1510668,16
2941,1376113,1535811,211
2942,1376113,1539994,51
2943,1376113,1541897,429
2944,1376113,1548916,358
2945,1376113,1582202,667
2946,1376113,1595509,78
2947,1376113,1599950,34
2948,1376113,1603001,68
2949,1376113,1609674,6
2950,1376113,1615135,72
2951,1376113,1633343,28
2952,1376113,1664713,18
2953,1376113,1666736,30
2954,1376113,1672067,80
2955,1376113,1686444,195
2956,1376113,1695426,5
2957,1376113,1697300,283
2958,1376113,1698006,11
2959,1376113,1698219,173
2960,1376113,1713520,1
2961,1376113,1714590,34
2962,1376113,1715635,10
2963,1376113,1718570,2
2964,1376113,1722329,21
2965,1376113,1722638,95
2966,1376113,1723925,56
2967,1376113,1728120,5
2968,1376113,1728718,6
2969,1376113,1729854,2
2970,1376113,1734493,65
2971,1376113,1745796,5
2972,1376113,1757128,1
2973,1376113,1764059,91
2974,1376113,1764403,2
2975,1376113,1767307,1
2976,1376113,1767602,108
2977,1376113,1768095,171
2978,1376113,1772940,9
2979,1376113,1794153,7
2980,1376113,1794820,50
2981,1376113,1798736,4
2982,1376113,1799957,99
2983,1376113,1800620,77
2984,1376113,1801585,4
2985,1376113,1802080,60
2986,1376113,1802225,100
2987,1376113,1802277,28
2988,1376113,1803295,29
2989,1376113,1803898,171
2990,1376113,1817646,3
2991,1376113,1817652,3
2992,1376113,1825611,72
2993,1376113,1832158,41
2994,1376113,1832439,8
2995,1376113,1840750,13
2996,1376113,1841757,39
2997,1376113,1844568,5
2998,1376113,1852993,92
2999,1388409,914933,5
3000,1388409,931097,4
3001,1388409,1091561,3
3002,1388409,1105837,1
3003,1388409,1168889,1
3004,1388409,1455969,11
3005,1388409,1513211,9
3006,1388409,1547926,7
3007,1388409,1598841,1
3008,1388409,1667140,1
3009,1388409,1694886,1
3010,1388409,1713520,7
3011,1388409,1727593,3
3012,1388409,1729854,11
3013,1388409,1767307,11
3014,1388409,1801413,3
3015,1388409,1841015,3
3016,1388409,1858879,20
3017,1394866,5272,95
3018,1394866,16972,49
3019,1394866,35527,72
3020,1394866,356264,58
3021,1394866,712050,26
3022,1394866,713676,78
3023,1394866,732905,9
3024,1394866,773411,55
3025,1394866,775368,10
3026,1394866,857508,29
3027,1394866,859139,2
3028,1394866,914933,1
3029,1394866,944804,18
3030,1394866,1040190,1
3031,1394866,1056527,2
3032,1394866,1078246,1
3033,1394866,1080107,1
3034,1394866,1091961,1
3035,1394866,1130787,6
3036,1394866,1140771,1
3037,1394866,1166588,5
3038,1394866,1285973,1
3039,1394866,1297376,2
3040,1394866,1360798,2
3041,1394866,1364742,9
3042,1394866,1373442,3
3043,1394866,1374170,1
3044,1394866,1399794,41
3045,1394866,1411530,70
3046,1394866,1415996,57
3047,1394866,1418329,39
3048,1394866,1447946,8
3049,1394866,1454759,3
3050,1394866,1463559,41
3051,1394866,1508097,10
3052,1394866,1509974,20
3053,1394866,1510668,8
3054,1394866,1535811,21
3055,1394866,1539994,28
3056,1394866,1541897,51
3057,1394866,1548916,21
3058,1394866,1582202,66
3059,1394866,1595509,12
3060,1394866,1599950,29
3061,1394866,1603001,16
3062,1394866,1609674,7
3063,1394866,1615135,9
3064,1394866,1633343,22
3065,1394866,1633697,12
3066,1394866,1664713,5
3067,1394866,1666736,22
3068,1394866,1672067,10
3069,1394866,1686444,25
3070,1394866,1695426,1
3071,1394866,1697300,39
3072,1394866,1698006,5
3073,1394866,1698219,35
3074,1394866,1713520,1
3075,1394866,1714590,6
3076,1394866,1715635,10
3077,1394866,1722329,4
3078,1394866,1722638,15
3079,1394866,1723925,18
3080,1394866,1728120,1
3081,1394866,1728718,1
3082,1394866,1729854,1
3083,1394866,1734493,14
3084,1394866,1745796,2
3085,1394866,1764059,11
3086,1394866,1767307,1
3087,1394866,1767602,16
3088,1394866,1768095,27
3089,1394866,1772940,1
3090,1394866,1794153,10
3091,1394866,1794198,10
3092,1394866,1794820,43
3093,1394866,1798736,1
3094,1394866,1799957,8
3095,1394866,1800620,18
3096,1394866,1801585,5
3097,1394866,1802080,6
3098,1394866,1802225,10
3099,1394866,1803089,1
3100,1394866,1803295,1
3101,1394866,1803898,16
3102,1394866,1817652,1
3103,1394866,1825611,12
3104,1394866,1832158,9
3105,1394866,1832439,3
3106,1394866,1840750,3
3107,1394866,1841757,5
3108,1394866,1844568,1
3109,1394866,1844892,2
3110,1394866,1852993,12
3111,1399794,5272,87
3112,1399794,16972,85
3113,1399794,35527,4575
3114,1399794,356264,58
3115,1399794,712050,830
3116,1399794,713676,5904
3117,1399794,732905,6
3118,1399794,733986,472
3119,1399794,773411,2303
3120,1399794,775368,23
3121,1399794,857508,25
3122,1399794,859139,73
3123,1399794,914933,1
3124,1399794,944804,26
3125,1399794,1002672,277
3126,1399794,1008322,19
3127,1399794,1056527,8
3128,1399794,1078246,15
3129,1399794,1080107,3097
3130,1399794,1082621,47
3131,1399794,1105837,54
3132,1399794,1119032,1
3133,1399794,1130787,374
3134,1399794,1140771,176
3135,1399794,1166588,10
3136,1399794,1271347,141
3137,1399794,1285973,238
3138,1399794,1297376,360
3139,1399794,1360798,1073
3140,1399794,1364742,6598
3141,1399794,1373442,2955
3142,1399794,1374170,14
3143,1399794,1376113,247
3144,1399794,1388409,1
3145,1399794,1394866,1
3146,1399794,1399794,1116
3147,1399794,1411530,552
3148,1399794,1415996,905
3149,1399794,1418329,30
3150,1399794,1447946,73
3151,1399794,1454759,153
3152,1399794,1463559,189
3153,1399794,1508097,19
3154,1399794,1509974,584
3155,1399794,1510668,10
3156,1399794,1535811,959
3157,1399794,1539994,29
3158,1399794,1541897,1702
3159,1399794,1548916,2055
3160,1399794,1582202,154
3161,1399794,1595509,278
3162,1399794,1599950,25
3163,1399794,1603001,45
3164,1399794,1609674,4
3165,1399794,1615135,239
3166,1399794,1633343,17
3167,1399794,1664713,14
3168,1399794,1666736,26
3169,1399794,1672067,339
3170,1399794,1686444,777
3171,1399794,1695426,6
3172,1399794,1697300,1227
3173,1399794,1698006,7
3174,1399794,1698219,521
3175,1399794,1714590,81
3176,1399794,1715635,9
3177,1399794,1718570,1
3178,1399794,1722329,15
3179,1399794,1722638,331
3180,1399794,1723925,218
3181,1399794,1728120,7
3182,1399794,1728718,1
3183,1399794,1729854,2
3184,1399794,1734493,90
3185,1399794,1745796,1
3186,1399794,1757128,1
3187,1399794,1764059,446
3188,1399794,1764403,32
3189,1399794,1767602,693
3190,1399794,1768095,634
3191,1399794,1772940,3
3192,1399794,1794153,6
3193,1399794,1794820,45
3194,1399794,1798736,2
3195,1399794,1799957,801
3196,1399794,1800620,465
3197,1399794,1801585,3
3198,1399794,1802080,510
3199,1399794,1802225,698
3200,1399794,1802277,131
3201,1399794,1803295,33
3202,1399794,1803898,535
3203,1399794,1817646,2
3204,1399794,1817652,1
3205,1399794,1825611,295
3206,1399794,1832158,180
3207,1399794,1832439,35
3208,1399794,1840750,9
3209,1399794,1841757,66
3210,1399794,1844568,4
3211,1399794,1852993,357
3212,1411530,5272,339
3213,1411530,16972,108
3214,1411530,35527,1302
3215,1411530,356264,93
3216,1411530,712050,232
3217,1411530,713676,1590
3218,1411530,732905,8
3219,1411530,733986,76
3220,1411530,773411,729
3221,1411530,775368,26
3222,1411530,857508,55
3223,1411530,859139,13
3224,1411530,914933,2
3225,1411530,944804,49
3226,1411530,1002672,42
3227,1411530,1008322,4
3228,1411530,1056527,1
3229,1411530,1078246,5
3230,1411530,1080107,481
3231,1411530,1082621,5
3232,1411530,1105837,10
3233,1411530,1130787,74
3234,1411530,1140771,34
3235,1411530,1166588,57
3236,1411530,1271347,24
3237,1411530,1285973,35
3238,1411530,1297376,63
3239,1411530,1360798,148
3240,1411530,1364742,1215
3241,1411530,1373442,466
3242,1411530,1374170,17
3243,1411530,1376113,40
3244,1411530,1388409,1
3245,1411530,1394866,1
3246,1411530,1399794,152
3247,1411530,1411530,67
3248,1411530,1415996,538
3249,1411530,1418329,72
3250,1411530,1447946,79
3251,1411530,1454759,28
3252,1411530,1463559,326
3253,1411530,1508097,33
3254,1411530,1509974,160
3255,1411530,1510668,18
3256,1411530,1535811,236
3257,1411530,1539994,65
3258,1411530,1541897,545
3259,1411530,1547926,1
3260,1411530,1548916,384
3261,1411530,1582202,640
3262,1411530,1595509,84
3263,1411530,1599950,55
3264,1411530,1603001,106
3265,1411530,1609674,6
3266,1411530,1615135,63
3267,1411530,1633343,47
3268,1411530,1664713,24
3269,1411530,1666736,45
3270,1411530,1672067,78
3271,1411530,1686444,228
3272,1411530,1695426,8
3273,1411530,1697300,317
3274,1411530,1698006,15
3275,1411530,1698219,196
3276,1411530,1710785,1
3277,1411530,1714590,47
3278,1411530,1715635,20
3279,1411530,1718570,2
3280,1411530,1722329,34
3281,1411530,1722638,85
3282,1411530,1723925,61
3283,1411530,1728120,15
3284,1411530,1728718,9
3285,1411530,1729854,2
3286,1411530,1734493,71
3287,1411530,1745796,3
3288,1411530,1764059,124
3289,1411530,1764403,9
3290,1411530,1767602,139
3291,1411530,1768095,177
3292,1411530,1772940,13
3293,1411530,1794153,9
3294,1411530,1794820,68
3295,1411530,1798736,3
3296,1411530,1799957,158
3297,1411530,1800620,120
3298,1411530,1801585,6
3299,1411530,1802080,78
3300,1411530,1802225,132
3301,1411530,1802277,19
3302,1411530,1803295,20
3303,1411530,1803898,141
3304,1411530,1817646,2
3305,1411530,1817652,5
3306,1411530,1825611,81
3307,1411530,1832158,45
3308,1411530,1832439,8
3309,1411530,1840750,13
3310,1411530,1841757,24
3311,1411530,1844568,4
3312,1411530,1852993,118
3313,1415996,5272,494
3314,1415996,16972,91
3315,1415996,35527,2716
3316,1415996,356264,76
3317,1415996,712050,492
3318,1415996,713676,3613
3319,1415996,732905,9
3320,1415996,733986,229
3321,1415996,773411,1404
3322,1415996,775368,23
3323,1415996,857508,44
3324,1415996,859139,32
3325,1415996,914933,1
3326,1415996,944804,54
3327,1415996,1002672,135
3328,1415996,1008322,14
3329,1415996,1056527,5
3330,1415996,1078246,13
3331,1415996,1080107,1424
3332,1415996,1082621,17
3333,1415996,1105837,28
3334,1415996,1130787,185
3335,1415996,1140771,93
3336,1415996,1166588,48
3337,1415996,1271347,75
3338,1415996,1285973,109
3339,1415996,1297376,183
3340,1415996,1360798,460
3341,1415996,1364742,3286
3342,1415996,1373442,1423
3343,1415996,1374170,8
3344,1415996,1376113,130
3345,1415996,1388409,1
3346,1415996,1394866,1
3347,1415996,1399794,475
3348,1415996,1411530,176
3349,1415996,1415996,343
3350,1415996,1418329,64
3351,1415996,1447946,66
3352,1415996,1454759,88
3353,1415996,1463559,337
3354,1415996,1508097,23
3355,1415996,1509974,308
3356,1415996,1510668,12
3357,1415996,1535811,534
3358,1415996,1539994,56
3359,1415996,1541897,949
3360,1415996,1548916,1054
3361,1415996,1582202,890
3362,1415996,1595509,161
3363,1415996,1599950,44
3364,1415996,1603001,88
3365,1415996,1609674,4
3366,1415996,1615135,136
3367,1415996,1633343,40
3368,1415996,1664713,15
3369,1415996,1666736,34
3370,1415996,1672067,170
3371,1415996,1686444,414
3372,1415996,1695426,6
3373,1415996,1697300,636
