,cik_No1,cik_No2
2729,1373442,1373442
2730,1373442,1374170
2731,1373442,1376113
2732,1373442,1388409
2733,1373442,1394866
2734,1373442,1399794
2735,1373442,1411530
2736,1373442,1415996
2737,1373442,1418329
2738,1373442,1447946
2739,1373442,1454759
2740,1373442,1463559
2741,1373442,1508097
2742,1373442,1509974
2743,1373442,1510668
2744,1373442,1535811
2745,1373442,1539994
2746,1373442,1541897
2747,1373442,1548916
2748,1373442,1582202
2749,1373442,1595509
2750,1373442,1599950
2751,1373442,1603001
2752,1373442,1609674
2753,1373442,1615135
2754,1373442,1633343
2755,1373442,1664713
2756,1373442,1666736
2757,1373442,1672067
2758,1373442,1686444
2759,1373442,1695426
2760,1373442,1697300
2761,1373442,1698006
2762,1373442,1698219
2763,1373442,1713520
2764,1373442,1714590
2765,1373442,1715635
2766,1373442,1718570
2767,1373442,1722329
2768,1373442,1722638
2769,1373442,1723925
2770,1373442,1728120
2771,1373442,1728718
2772,1373442,1729854
2773,1373442,1734493
2774,1373442,1745796
2775,1373442,1764059
2776,1373442,1764403
2777,1373442,1767307
2778,1373442,1767602
2779,1373442,1768095
2780,1373442,1772940
2781,1373442,1794153
2782,1373442,1794820
2783,1373442,1798736
2784,1373442,1799957
2785,1373442,1800620
2786,1373442,1801585
2787,1373442,1802080
2788,1373442,1802225
2789,1373442,1802277
2790,1373442,1803295
2791,1373442,1803898
2792,1373442,1817646
2793,1373442,1817652
2794,1373442,1825611
2795,1373442,1832158
2796,1373442,1832439
2797,1373442,1840750
2798,1373442,1841757
2799,1373442,1844568
2800,1373442,1852993
2801,1374170,5272
2802,1374170,16972
2803,1374170,35527
2804,1374170,356264
2805,1374170,712050
2806,1374170,713676
2807,1374170,732905
2808,1374170,773411
2809,1374170,775368
2810,1374170,857508
2811,1374170,859139
2812,1374170,914933
2813,1374170,944804
2814,1374170,1002672
2815,1374170,1008322
2816,1374170,1056527
2817,1374170,1078246
2818,1374170,1080107
2819,1374170,1105837
2820,1374170,1119032
2821,1374170,1130787
2822,1374170,1140771
2823,1374170,1166588
2824,1374170,1285973
2825,1374170,1297376
2826,1374170,1360798
2827,1374170,1364742
2828,1374170,1373442
2829,1374170,1374170
2830,1374170,1376113
2831,1374170,1394866
2832,1374170,1399794
2833,1374170,1411530
2834,1374170,1415996
2835,1374170,1418329
2836,1374170,1447946
2837,1374170,1454759
2838,1374170,1463559
2839,1374170,1508097
2840,1374170,1509974
2841,1374170,1510668
2842,1374170,1535811
2843,1374170,1539994
2844,1374170,1541897
2845,1374170,1547926
2846,1374170,1548916
2847,1374170,1582202
2848,1374170,1595509
2849,1374170,1599950
2850,1374170,1603001
2851,1374170,1609674
2852,1374170,1615135
2853,1374170,1633343
2854,1374170,1664713
2855,1374170,1666736
2856,1374170,1672067
2857,1374170,1686444
2858,1374170,1695426
2859,1374170,1697300
2860,1374170,1698006
2861,1374170,1698219
2862,1374170,1714590
2863,1374170,1715635
2864,1374170,1718570
2865,1374170,1722329
2866,1374170,1722638
2867,1374170,1723925
2868,1374170,1728120
2869,1374170,1728718
2870,1374170,1729854
2871,1374170,1734493
2872,1374170,1745796
2873,1374170,1757128
2874,1374170,1764059
2875,1374170,1764403
2876,1374170,1767602
2877,1374170,1768095
2878,1374170,1772940
2879,1374170,1794153
2880,1374170,1794820
2881,1374170,1798736
2882,1374170,1799957
2883,1374170,1800620
2884,1374170,1801585
2885,1374170,1802080
2886,1374170,1802225
2887,1374170,1803295
2888,1374170,1803898
2889,1374170,1817646
2890,1374170,1817652
2891,1374170,1825611
2892,1374170,1832158
2893,1374170,1832439
2894,1374170,1840750
2895,1374170,1841757
2896,1374170,1844568
2897,1374170,1852993
2898,1376113,5272
2899,1376113,16972
2900,1376113,35527
2901,1376113,356264
2902,1376113,712050
2903,1376113,713676
2904,1376113,732905
2905,1376113,733986
2906,1376113,773411
2907,1376113,775368
2908,1376113,857508
2909,1376113,859139
2910,1376113,944804
2911,1376113,1002672
2912,1376113,1008322
2913,1376113,1056527
2914,1376113,1078246
2915,1376113,1080107
2916,1376113,1082621
2917,1376113,1105837
2918,1376113,1119032
2919,1376113,1130787
2920,1376113,1140771
2921,1376113,1166588
2922,1376113,1271347
2923,1376113,1285973
2924,1376113,1297376
2925,1376113,1360798
2926,1376113,1364742
2927,1376113,1373442
2928,1376113,1374170
2929,1376113,1376113
2930,1376113,1394866
2931,1376113,1399794
2932,1376113,1411530
2933,1376113,1415996
2934,1376113,1418329
2935,1376113,1447946
2936,1376113,1454759
2937,1376113,1463559
2938,1376113,1508097
2939,1376113,1509974
2940,1376113,1510668
2941,1376113,1535811
2942,1376113,1539994
2943,1376113,1541897
2944,1376113,1548916
2945,1376113,1582202
2946,1376113,1595509
2947,1376113,1599950
2948,1376113,1603001
2949,1376113,1609674
2950,1376113,1615135
2951,1376113,1633343
2952,1376113,1664713
2953,1376113,1666736
2954,1376113,1672067
2955,1376113,1686444
2956,1376113,1695426
2957,1376113,1697300
2958,1376113,1698006
2959,1376113,1698219
2960,1376113,1713520
2961,1376113,1714590
2962,1376113,1715635
2963,1376113,1718570
2964,1376113,1722329
2965,1376113,1722638
2966,1376113,1723925
2967,1376113,1728120
2968,1376113,1728718
2969,1376113,1729854
2970,1376113,1734493
2971,1376113,1745796
2972,1376113,1757128
2973,1376113,1764059
2974,1376113,1764403
2975,1376113,1767307
2976,1376113,1767602
2977,1376113,1768095
2978,1376113,1772940
2979,1376113,1794153
2980,1376113,1794820
2981,1376113,1798736
2982,1376113,1799957
2983,1376113,1800620
2984,1376113,1801585
2985,1376113,1802080
2986,1376113,1802225
2987,1376113,1802277
2988,1376113,1803295
2989,1376113,1803898
2990,1376113,1817646
2991,1376113,1817652
2992,1376113,1825611
2993,1376113,1832158
2994,1376113,1832439
2995,1376113,1840750
2996,1376113,1841757
2997,1376113,1844568
2998,1376113,1852993
2999,1388409,914933
3000,1388409,931097
3001,1388409,1091561
3002,1388409,1105837
3003,1388409,1168889
3004,1388409,1455969
3005,1388409,1513211
3006,1388409,1547926
3007,1388409,1598841
3008,1388409,1667140
3009,1388409,1694886
3010,1388409,1713520
3011,1388409,1727593
3012,1388409,1729854
3013,1388409,1767307
3014,1388409,1801413
3015,1388409,1841015
3016,1388409,1858879
3017,1394866,5272
3018,1394866,16972
3019,1394866,35527
3020,1394866,356264
3021,1394866,712050
3022,1394866,713676
3023,1394866,732905
3024,1394866,773411
3025,1394866,775368
3026,1394866,857508
3027,1394866,859139
3028,1394866,914933
3029,1394866,944804
3030,1394866,1040190
3031,1394866,1056527
3032,1394866,1078246
3033,1394866,1080107
3034,1394866,1091961
3035,1394866,1130787
3036,1394866,1140771
3037,1394866,1166588
3038,1394866,1285973
3039,1394866,1297376
3040,1394866,1360798
3041,1394866,1364742
3042,1394866,1373442
3043,1394866,1374170
3044,1394866,1399794
3045,1394866,1411530
3046,1394866,1415996
3047,1394866,1418329
3048,1394866,1447946
3049,1394866,1454759
3050,1394866,1463559
3051,1394866,1508097
3052,1394866,1509974
3053,1394866,1510668
3054,1394866,1535811
3055,1394866,1539994
3056,1394866,1541897
3057,1394866,1548916
3058,1394866,1582202
3059,1394866,1595509
3060,1394866,1599950
3061,1394866,1603001
3062,1394866,1609674
3063,1394866,1615135
3064,1394866,1633343
3065,1394866,1633697
3066,1394866,1664713
3067,1394866,1666736
3068,1394866,1672067
3069,1394866,1686444
3070,1394866,1695426
3071,1394866,1697300
3072,1394866,1698006
3073,1394866,1698219
3074,1394866,1713520
3075,1394866,1714590
3076,1394866,1715635
3077,1394866,1722329
3078,1394866,1722638
3079,1394866,1723925
3080,1394866,1728120
3081,1394866,1728718
3082,1394866,1729854
3083,1394866,1734493
3084,1394866,1745796
3085,1394866,1764059
3086,1394866,1767307
3087,1394866,1767602
3088,1394866,1768095
3089,1394866,1772940
3090,1394866,1794153
3091,1394866,1794198
3092,1394866,1794820
3093,1394866,1798736
3094,1394866,1799957
3095,1394866,1800620
3096,1394866,1801585
3097,1394866,1802080
3098,1394866,1802225
3099,1394866,1803089
3100,1394866,1803295
3101,1394866,1803898
3102,1394866,1817652
3103,1394866,1825611
3104,1394866,1832158
3105,1394866,1832439
3106,1394866,1840750
3107,1394866,1841757
3108,1394866,1844568
3109,1394866,1844892
3110,1394866,1852993
3111,1399794,5272
3112,1399794,16972
3113,1399794,35527
3114,1399794,356264
3115,1399794,712050
3116,1399794,713676
3117,1399794,732905
3118,1399794,733986
3119,1399794,773411
3120,1399794,775368
3121,1399794,857508
3122,1399794,859139
3123,1399794,914933
3124,1399794,944804
3125,1399794,1002672
3126,1399794,1008322
3127,1399794,1056527
3128,1399794,1078246
3129,1399794,1080107
3130,1399794,1082621
3131,1399794,1105837
3132,1399794,1119032
3133,1399794,1130787
3134,1399794,1140771
3135,1399794,1166588
3136,1399794,1271347
3137,1399794,1285973
3138,1399794,1297376
3139,1399794,1360798
3140,1399794,1364742
3141,1399794,1373442
3142,1399794,1374170
3143,1399794,1376113
3144,1399794,1388409
3145,1399794,1394866
3146,1399794,1399794
3147,1399794,1411530
3148,1399794,1415996
3149,1399794,1418329
3150,1399794,1447946
3151,1399794,1454759
3152,1399794,1463559
3153,1399794,1508097
3154,1399794,1509974
3155,1399794,1510668
3156,1399794,1535811
3157,1399794,1539994
3158,1399794,1541897
3159,1399794,1548916
3160,1399794,1582202
3161,1399794,1595509
3162,1399794,1599950
3163,1399794,1603001
3164,1399794,1609674
3165,1399794,1615135
3166,1399794,1633343
3167,1399794,1664713
3168,1399794,1666736
3169,1399794,1672067
3170,1399794,1686444
3171,1399794,1695426
3172,1399794,1697300
3173,1399794,1698006
3174,1399794,1698219
3175,1399794,1714590
3176,1399794,1715635
3177,1399794,1718570
3178,1399794,1722329
3179,1399794,1722638
3180,1399794,1723925
3181,1399794,1728120
3182,1399794,1728718
3183,1399794,1729854
3184,1399794,1734493
3185,1399794,1745796
3186,1399794,1757128
3187,1399794,1764059
3188,1399794,1764403
3189,1399794,1767602
3190,1399794,1768095
3191,1399794,1772940
3192,1399794,1794153
3193,1399794,1794820
3194,1399794,1798736
3195,1399794,1799957
3196,1399794,1800620
3197,1399794,1801585
3198,1399794,1802080
3199,1399794,1802225
3200,1399794,1802277
3201,1399794,1803295
3202,1399794,1803898
3203,1399794,1817646
3204,1399794,1817652
3205,1399794,1825611
3206,1399794,1832158
3207,1399794,1832439
3208,1399794,1840750
3209,1399794,1841757
3210,1399794,1844568
3211,1399794,1852993
3212,1411530,5272
3213,1411530,16972
3214,1411530,35527
3215,1411530,356264
3216,1411530,712050
3217,1411530,713676
3218,1411530,732905
3219,1411530,733986
3220,1411530,773411
3221,1411530,775368
3222,1411530,857508
3223,1411530,859139
3224,1411530,914933
3225,1411530,944804
3226,1411530,1002672
3227,1411530,1008322
3228,1411530,1056527
3229,1411530,1078246
3230,1411530,1080107
3231,1411530,1082621
3232,1411530,1105837
3233,1411530,1130787
3234,1411530,1140771
3235,1411530,1166588
3236,1411530,1271347
3237,1411530,1285973
3238,1411530,1297376
3239,1411530,1360798
3240,1411530,1364742
3241,1411530,1373442
3242,1411530,1374170
3243,1411530,1376113
3244,1411530,1388409
3245,1411530,1394866
3246,1411530,1399794
3247,1411530,1411530
3248,1411530,1415996
3249,1411530,1418329
3250,1411530,1447946
3251,1411530,1454759
3252,1411530,1463559
3253,1411530,1508097
3254,1411530,1509974
3255,1411530,1510668
3256,1411530,1535811
3257,1411530,1539994
3258,1411530,1541897
3259,1411530,1547926
3260,1411530,1548916
3261,1411530,1582202
3262,1411530,1595509
3263,1411530,1599950
3264,1411530,1603001
3265,1411530,1609674
3266,1411530,1615135
3267,1411530,1633343
3268,1411530,1664713
3269,1411530,1666736
3270,1411530,1672067
3271,1411530,1686444
3272,1411530,1695426
3273,1411530,1697300
3274,1411530,1698006
3275,1411530,1698219
3276,1411530,1710785
3277,1411530,1714590
3278,1411530,1715635
3279,1411530,1718570
3280,1411530,1722329
3281,1411530,1722638
3282,1411530,1723925
3283,1411530,1728120
3284,1411530,1728718
3285,1411530,1729854
3286,1411530,1734493
3287,1411530,1745796
3288,1411530,1764059
3289,1411530,1764403
3290,1411530,1767602
3291,1411530,1768095
3292,1411530,1772940
3293,1411530,1794153
3294,1411530,1794820
3295,1411530,1798736
3296,1411530,1799957
3297,1411530,1800620
3298,1411530,1801585
3299,1411530,1802080
3300,1411530,1802225
3301,1411530,1802277
3302,1411530,1803295
3303,1411530,1803898
3304,1411530,1817646
3305,1411530,1817652
3306,1411530,1825611
3307,1411530,1832158
3308,1411530,1832439
3309,1411530,1840750
3310,1411530,1841757
3311,1411530,1844568
3312,1411530,1852993
3313,1415996,5272
3314,1415996,16972
3315,1415996,35527
3316,1415996,356264
3317,1415996,712050
3318,1415996,713676
3319,1415996,732905
3320,1415996,733986
3321,1415996,773411
3322,1415996,775368
3323,1415996,857508
3324,1415996,859139
3325,1415996,914933
3326,1415996,944804
3327,1415996,1002672
3328,1415996,1008322
3329,1415996,1056527
3330,1415996,1078246
3331,1415996,1080107
3332,1415996,1082621
3333,1415996,1105837
3334,1415996,1130787
3335,1415996,1140771
3336,1415996,1166588
3337,1415996,1271347
3338,1415996,1285973
3339,1415996,1297376
3340,1415996,1360798
3341,1415996,1364742
3342,1415996,1373442
3343,1415996,1374170
3344,1415996,1376113
3345,1415996,1388409
3346,1415996,1394866
3347,1415996,1399794
3348,1415996,1411530
3349,1415996,1415996
3350,1415996,1418329
3351,1415996,1447946
3352,1415996,1454759
3353,1415996,1463559
3354,1415996,1508097
3355,1415996,1509974
3356,1415996,1510668
3357,1415996,1535811
3358,1415996,1539994
3359,1415996,1541897
3360,1415996,1548916
3361,1415996,1582202
3362,1415996,1595509
3363,1415996,1599950
3364,1415996,1603001
3365,1415996,1609674
3366,1415996,1615135
3367,1415996,1633343
3368,1415996,1664713
3369,1415996,1666736
3370,1415996,1672067
3371,1415996,1686444
3372,1415996,1695426
3373,1415996,1697300
3374,1415996,1698006
3375,1415996,1698219
3376,1415996,1714590
3377,1415996,1715635
3378,1415996,1718570
3379,1415996,1722329
3380,1415996,1722638
3381,1415996,1723925
3382,1415996,1728120
3383,1415996,1728718
3384,1415996,1729854
3385,1415996,1734493
3386,1415996,1745796
3387,1415996,1764059
3388,1415996,1764403
3389,1415996,1767602
3390,1415996,1768095
3391,1415996,1772940
3392,1415996,1794153
3393,1415996,1794820
3394,1415996,1798736
3395,1415996,1799957
3396,1415996,1800620
3397,1415996,1801585
3398,1415996,1802080
3399,1415996,1802225
3400,1415996,1802277
3401,1415996,1803295
3402,1415996,1803898
3403,1415996,1817646
3404,1415996,1817652
3405,1415996,1825611
3406,1415996,1832158
3407,1415996,1832439
3408,1415996,1840750
3409,1415996,1841757
3410,1415996,1844568
3411,1415996,1852993
3412,1418329,5272
3413,1418329,16972
3414,1418329,35527
3415,1418329,356264
3416,1418329,712050
3417,1418329,713676
3418,1418329,732905
3419,1418329,773411
3420,1418329,775368
3421,1418329,857508
3422,1418329,859139
3423,1418329,914933
3424,1418329,944804
3425,1418329,1056527
3426,1418329,1130787
3427,1418329,1140771
3428,1418329,1166588
3429,1418329,1360798
3430,1418329,1364742
3431,1418329,1373442
3432,1418329,1374170
3433,1418329,1411530
3434,1418329,1415996
3435,1418329,1447946
3436,1418329,1454759
3437,1418329,1463559
3438,1418329,1508097
3439,1418329,1509974
3440,1418329,1510668
3441,1418329,1535811
3442,1418329,1539994
3443,1418329,1541897
3444,1418329,1548916
3445,1418329,1582202
3446,1418329,1595509
3447,1418329,1599950
3448,1418329,1603001
3449,1418329,1609674
3450,1418329,1615135
3451,1418329,1633343
3452,1418329,1633697
3453,1418329,1664713
3454,1418329,1666736
3455,1418329,1672067
3456,1418329,1686444
3457,1418329,1695426
3458,1418329,1697300
3459,1418329,1698006
3460,1418329,1698219
3461,1418329,1714590
3462,1418329,1715635
3463,1418329,1722329
3464,1418329,1722638
3465,1418329,1723925
3466,1418329,1728120
3467,1418329,1734493
3468,1418329,1745796
3469,1418329,1764059
3470,1418329,1767602
3471,1418329,1768095
3472,1418329,1772940
3473,1418329,1794153
3474,1418329,1794820
3475,1418329,1798736
3476,1418329,1799957
3477,1418329,1800620
3478,1418329,1801585
3479,1418329,1802080
3480,1418329,1802225
3481,1418329,1803295
3482,1418329,1803898
3483,1418329,1825611
3484,1418329,1832158
3485,1418329,1832439
3486,1418329,1840750
3487,1418329,1841757
3488,1418329,1844568
3489,1418329,1852993
3490,1444055,914933
3491,1444055,1455969
3492,1444055,1547926
3493,1444055,1694886
3494,1447946,5272
3495,1447946,16972
3496,1447946,35527
3497,1447946,356264
3498,1447946,712050
3499,1447946,713676
3500,1447946,733986
3501,1447946,773411
3502,1447946,775368
3503,1447946,857508
3504,1447946,859139
3505,1447946,944804
3506,1447946,1002672
3507,1447946,1008322
3508,1447946,1056527
3509,1447946,1080107
3510,1447946,1105837
3511,1447946,1130787
3512,1447946,1140771
3513,1447946,1166588
3514,1447946,1271347
3515,1447946,1285973
3516,1447946,1297376
3517,1447946,1360798
3518,1447946,1364742
3519,1447946,1373442
3520,1447946,1374170
3521,1447946,1376113
3522,1447946,1399794
3523,1447946,1411530
3524,1447946,1415996
3525,1447946,1447946
3526,1447946,1454759
3527,1447946,1463559
3528,1447946,1508097
3529,1447946,1509974
3530,1447946,1510668
3531,1447946,1535811
3532,1447946,1539994
3533,1447946,1541897
3534,1447946,1547926
3535,1447946,1548916
3536,1447946,1582202
3537,1447946,1595509
3538,1447946,1599950
3539,1447946,1603001
3540,1447946,1615135
3541,1447946,1633343
3542,1447946,1664713
3543,1447946,1666736
3544,1447946,1672067
3545,1447946,1686444
3546,1447946,1697300
3547,1447946,1698006
3548,1447946,1698219
3549,1447946,1714590
3550,1447946,1715635
3551,1447946,1722329
3552,1447946,1722638
3553,1447946,1723925
3554,1447946,1728120
3555,1447946,1734493
3556,1447946,1764059
3557,1447946,1767602
3558,1447946,1768095
3559,1447946,1772940
3560,1447946,1794153
3561,1447946,1794820
3562,1447946,1799957
3563,1447946,1800620
3564,1447946,1801585
3565,1447946,1802080
3566,1447946,1802225
3567,1447946,1803295
3568,1447946,1803898
3569,1447946,1825611
3570,1447946,1832158
3571,1447946,1840750
3572,1447946,1841757
3573,1447946,1844568
3574,1447946,1852993
3575,1454759,5272
3576,1454759,16972
3577,1454759,35527
3578,1454759,356264
3579,1454759,712050
3580,1454759,713676
3581,1454759,732905
3582,1454759,733986
3583,1454759,773411
3584,1454759,857508
3585,1454759,859139
3586,1454759,944804
3587,1454759,1002672
3588,1454759,1008322
3589,1454759,1056527
3590,1454759,1078246
3591,1454759,1080107
3592,1454759,1082621
3593,1454759,1105837
3594,1454759,1130787
3595,1454759,1140771
3596,1454759,1271347
3597,1454759,1285973
3598,1454759,1297376
3599,1454759,1360798
3600,1454759,1364742
3601,1454759,1373442
3602,1454759,1376113
3603,1454759,1388409
3604,1454759,1399794
3605,1454759,1411530
3606,1454759,1415996
3607,1454759,1447946
3608,1454759,1454759
3609,1454759,1463559
3610,1454759,1508097
3611,1454759,1509974
3612,1454759,1510668
3613,1454759,1535811
3614,1454759,1539994
3615,1454759,1541897
3616,1454759,1548916
3617,1454759,1582202
3618,1454759,1595509
3619,1454759,1599950
3620,1454759,1603001
3621,1454759,1615135
3622,1454759,1633343
3623,1454759,1664713
3624,1454759,1666736
3625,1454759,1672067
3626,1454759,1686444
3627,1454759,1697300
3628,1454759,1698006
3629,1454759,1698219
3630,1454759,1714590
3631,1454759,1722638
3632,1454759,1723925
3633,1454759,1728120
3634,1454759,1734493
3635,1454759,1764059
3636,1454759,1764403
3637,1454759,1767602
3638,1454759,1768095
3639,1454759,1772940
3640,1454759,1799957
3641,1454759,1800620
3642,1454759,1802080
3643,1454759,1802225
3644,1454759,1802277
3645,1454759,1803295
3646,1454759,1803898
3647,1454759,1825611
3648,1454759,1832158
3649,1454759,1832439
3650,1454759,1841757
3651,1454759,1852993
3652,1455969,914933
3653,1455969,931097
3654,1455969,1105837
3655,1455969,1388409
3656,1455969,1455969
3657,1455969,1513211
3658,1455969,1547926
3659,1455969,1598841
3660,1455969,1609674
3661,1455969,1660405
3662,1455969,1667140
3663,1455969,1713520
3664,1455969,1727593
3665,1455969,1729854
3666,1455969,1767307
3667,1455969,1801413
3668,1455969,1803295
3669,1455969,1841015
3670,1455969,1858879
3671,1463559,5272
3672,1463559,16972
3673,1463559,35527
3674,1463559,356264
3675,1463559,712050
3676,1463559,713676
3677,1463559,732905
3678,1463559,733986
3679,1463559,773411
3680,1463559,775368
3681,1463559,857508
3682,1463559,859139
3683,1463559,944804
3684,1463559,1002672
3685,1463559,1008322
3686,1463559,1056527
3687,1463559,1078246
3688,1463559,1080107
3689,1463559,1082621
3690,1463559,1105837
3691,1463559,1130787
3692,1463559,1140771
3693,1463559,1166588
3694,1463559,1271347
3695,1463559,1285973
3696,1463559,1297376
3697,1463559,1360798
3698,1463559,1364742
3699,1463559,1373442
3700,1463559,1374170
3701,1463559,1376113
3702,1463559,1394866
3703,1463559,1399794
3704,1463559,1411530
3705,1463559,1415996
3706,1463559,1418329
3707,1463559,1447946
3708,1463559,1454759
3709,1463559,1463559
3710,1463559,1508097
3711,1463559,1509974
3712,1463559,1510668
3713,1463559,1535811
3714,1463559,1539994
3715,1463559,1541897
3716,1463559,1547926
3717,1463559,1548916
3718,1463559,1582202
3719,1463559,1595509
3720,1463559,1599950
3721,1463559,1603001
3722,1463559,1609674
3723,1463559,1615135
3724,1463559,1633343
3725,1463559,1664713
3726,1463559,1666736
3727,1463559,1672067
3728,1463559,1686444
3729,1463559,1695426
3730,1463559,1697300
3731,1463559,1698006
3732,1463559,1698219
3733,1463559,1710785
3734,1463559,1714590
3735,1463559,1715635
3736,1463559,1718570
3737,1463559,1722329
3738,1463559,1722638
3739,1463559,1723925
3740,1463559,1728120
3741,1463559,1728718
3742,1463559,1729854
3743,1463559,1734493
3744,1463559,1745796
3745,1463559,1764059
3746,1463559,1764403
3747,1463559,1767602
3748,1463559,1768095
3749,1463559,1772940
3750,1463559,1794153
3751,1463559,1794820
3752,1463559,1798736
3753,1463559,1799957
3754,1463559,1800620
3755,1463559,1801585
3756,1463559,1802080
3757,1463559,1802225
3758,1463559,1802277
3759,1463559,1803295
3760,1463559,1803898
3761,1463559,1817646
3762,1463559,1817652
3763,1463559,1825611
3764,1463559,1832158
3765,1463559,1832439
3766,1463559,1840750
3767,1463559,1841757
3768,1463559,1844568
3769,1463559,1852993
3770,1508097,5272
3771,1508097,16972
3772,1508097,35527
3773,1508097,356264
3774,1508097,712050
3775,1508097,713676
3776,1508097,732905
3777,1508097,733986
3778,1508097,773411
3779,1508097,775368
3780,1508097,857508
3781,1508097,859139
3782,1508097,944804
3783,1508097,1002672
3784,1508097,1008322
3785,1508097,1078246
3786,1508097,1080107
3787,1508097,1082621
3788,1508097,1105837
3789,1508097,1130787
3790,1508097,1140771
3791,1508097,1166588
3792,1508097,1271347
3793,1508097,1285973
3794,1508097,1297376
3795,1508097,1360798
3796,1508097,1364742
3797,1508097,1373442
3798,1508097,1374170
3799,1508097,1376113
3800,1508097,1399794
3801,1508097,1411530
3802,1508097,1415996
3803,1508097,1418329
3804,1508097,1447946
3805,1508097,1463559
3806,1508097,1508097
3807,1508097,1509974
3808,1508097,1510668
3809,1508097,1535811
3810,1508097,1539994
3811,1508097,1541897
3812,1508097,1548916
3813,1508097,1582202
3814,1508097,1595509
3815,1508097,1599950
3816,1508097,1603001
3817,1508097,1609674
3818,1508097,1615135
3819,1508097,1633343
3820,1508097,1633697
3821,1508097,1664713
3822,1508097,1666736
3823,1508097,1672067
3824,1508097,1686444
3825,1508097,1695426
3826,1508097,1697300
3827,1508097,1698006
3828,1508097,1698219
3829,1508097,1714590
3830,1508097,1715635
3831,1508097,1722329
3832,1508097,1722638
3833,1508097,1723925
3834,1508097,1728120
3835,1508097,1728718
3836,1508097,1734493
3837,1508097,1764059
3838,1508097,1767602
3839,1508097,1768095
3840,1508097,1772940
3841,1508097,1794153
3842,1508097,1794198
3843,1508097,1794820
3844,1508097,1798736
3845,1508097,1799957
3846,1508097,1800620
3847,1508097,1801585
3848,1508097,1802080
3849,1508097,1802225
3850,1508097,1802277
3851,1508097,1803295
3852,1508097,1803898
3853,1508097,1817646
3854,1508097,1825611
3855,1508097,1832158
3856,1508097,1832439
3857,1508097,1840750
3858,1508097,1841757
3859,1508097,1844568
3860,1508097,1844892
3861,1508097,1852993
3862,1509974,5272
3863,1509974,16972
3864,1509974,35527
3865,1509974,356264
3866,1509974,712050
3867,1509974,713676
3868,1509974,732905
3869,1509974,733986
3870,1509974,773411
3871,1509974,775368
3872,1509974,857508
3873,1509974,859139
3874,1509974,944804
3875,1509974,1002672
3876,1509974,1008322
3877,1509974,1078246
3878,1509974,1080107
3879,1509974,1082621
3880,1509974,1105837
3881,1509974,1119032
3882,1509974,1130787
3883,1509974,1140771
3884,1509974,1166588
3885,1509974,1271347
3886,1509974,1285973
3887,1509974,1297376
3888,1509974,1360798
3889,1509974,1364742
3890,1509974,1373442
3891,1509974,1374170
3892,1509974,1376113
3893,1509974,1388409
3894,1509974,1399794
3895,1509974,1411530
3896,1509974,1415996
3897,1509974,1418329
3898,1509974,1447946
3899,1509974,1454759
3900,1509974,1463559
3901,1509974,1509974
3902,1509974,1510668
3903,1509974,1535811
3904,1509974,1539994
3905,1509974,1541897
3906,1509974,1548916
3907,1509974,1582202
3908,1509974,1595509
3909,1509974,1599950
3910,1509974,1603001
3911,1509974,1609674
3912,1509974,1615135
3913,1509974,1633343
3914,1509974,1664713
3915,1509974,1666736
3916,1509974,1672067
3917,1509974,1686444
3918,1509974,1695426
3919,1509974,1697300
3920,1509974,1698006
3921,1509974,1698219
3922,1509974,1714590
3923,1509974,1715635
3924,1509974,1722329
3925,1509974,1722638
3926,1509974,1723925
3927,1509974,1728120
3928,1509974,1728718
3929,1509974,1729854
3930,1509974,1734493
3931,1509974,1745796
3932,1509974,1757128
3933,1509974,1764059
3934,1509974,1764403
3935,1509974,1767602
3936,1509974,1768095
3937,1509974,1772940
3938,1509974,1794153
3939,1509974,1794820
3940,1509974,1798736
3941,1509974,1799957
3942,1509974,1800620
3943,1509974,1801585
3944,1509974,1802080
3945,1509974,1802225
3946,1509974,1802277
3947,1509974,1803295
3948,1509974,1803898
3949,1509974,1817646
3950,1509974,1817652
3951,1509974,1825611
3952,1509974,1832158
3953,1509974,1832439
3954,1509974,1840750
3955,1509974,1841757
3956,1509974,1844568
3957,1509974,1852993
3958,1510668,5272
3959,1510668,16972
3960,1510668,35527
3961,1510668,356264
3962,1510668,712050
3963,1510668,713676
3964,1510668,773411
3965,1510668,775368
3966,1510668,857508
3967,1510668,859139
3968,1510668,944804
3969,1510668,1002672
3970,1510668,1008322
3971,1510668,1078246
3972,1510668,1080107
3973,1510668,1105837
3974,1510668,1130787
3975,1510668,1140771
3976,1510668,1166588
3977,1510668,1285973
3978,1510668,1297376
3979,1510668,1360798
3980,1510668,1364742
3981,1510668,1373442
3982,1510668,1374170
3983,1510668,1376113
3984,1510668,1399794
3985,1510668,1411530
3986,1510668,1415996
3987,1510668,1418329
3988,1510668,1447946
3989,1510668,1463559
3990,1510668,1509974
3991,1510668,1510668
3992,1510668,1535811
3993,1510668,1539994
3994,1510668,1541897
3995,1510668,1548916
3996,1510668,1582202
3997,1510668,1595509
3998,1510668,1599950
3999,1510668,1603001
4000,1510668,1615135
4001,1510668,1633343
4002,1510668,1664713
4003,1510668,1666736
4004,1510668,1672067
4005,1510668,1686444
4006,1510668,1695426
4007,1510668,1697300
4008,1510668,1698006
4009,1510668,1698219
4010,1510668,1714590
4011,1510668,1715635
4012,1510668,1722329
4013,1510668,1722638
4014,1510668,1723925
4015,1510668,1728120
