,cik_No1,cik_No2
1441,1080107,1609674
1442,1080107,1615135
1443,1080107,1633343
1444,1080107,1664713
1445,1080107,1666736
1446,1080107,1672067
1447,1080107,1686444
1448,1080107,1695426
1449,1080107,1697300
1450,1080107,1698006
1451,1080107,1698219
1452,1080107,1714590
1453,1080107,1715635
1454,1080107,1718570
1455,1080107,1722329
1456,1080107,1722638
1457,1080107,1723925
1458,1080107,1728120
1459,1080107,1728718
1460,1080107,1729854
1461,1080107,1734493
1462,1080107,1745796
1463,1080107,1757128
1464,1080107,1764059
1465,1080107,1764403
1466,1080107,1767602
1467,1080107,1768095
1468,1080107,1772940
1469,1080107,1794153
1470,1080107,1794820
1471,1080107,1798736
1472,1080107,1799957
1473,1080107,1800620
1474,1080107,1801585
1475,1080107,1802080
1476,1080107,1802225
1477,1080107,1802277
1478,1080107,1803295
1479,1080107,1803898
1480,1080107,1817646
1481,1080107,1817652
1482,1080107,1825611
1483,1080107,1832158
1484,1080107,1832439
1485,1080107,1840750
1486,1080107,1841757
1487,1080107,1844568
1488,1080107,1852993
1489,1082621,5272
1490,1082621,16972
1491,1082621,35527
1492,1082621,356264
1493,1082621,712050
1494,1082621,713676
1495,1082621,733986
1496,1082621,773411
1497,1082621,775368
1498,1082621,857508
1499,1082621,859139
1500,1082621,944804
1501,1082621,1002672
1502,1082621,1008322
1503,1082621,1078246
1504,1082621,1080107
1505,1082621,1082621
1506,1082621,1105837
1507,1082621,1119032
1508,1082621,1130787
1509,1082621,1140771
1510,1082621,1166588
1511,1082621,1271347
1512,1082621,1285973
1513,1082621,1297376
1514,1082621,1360798
1515,1082621,1364742
1516,1082621,1373442
1517,1082621,1374170
1518,1082621,1376113
1519,1082621,1394866
1520,1082621,1399794
1521,1082621,1411530
1522,1082621,1415996
1523,1082621,1418329
1524,1082621,1447946
1525,1082621,1454759
1526,1082621,1463559
1527,1082621,1508097
1528,1082621,1509974
1529,1082621,1510668
1530,1082621,1535811
1531,1082621,1539994
1532,1082621,1541897
1533,1082621,1548916
1534,1082621,1582202
1535,1082621,1595509
1536,1082621,1599950
1537,1082621,1603001
1538,1082621,1615135
1539,1082621,1633343
1540,1082621,1664713
1541,1082621,1666736
1542,1082621,1672067
1543,1082621,1686444
1544,1082621,1697300
1545,1082621,1698219
1546,1082621,1714590
1547,1082621,1715635
1548,1082621,1722638
1549,1082621,1723925
1550,1082621,1728718
1551,1082621,1734493
1552,1082621,1764059
1553,1082621,1764403
1554,1082621,1767602
1555,1082621,1768095
1556,1082621,1772940
1557,1082621,1794820
1558,1082621,1799957
1559,1082621,1800620
1560,1082621,1802080
1561,1082621,1802225
1562,1082621,1802277
1563,1082621,1803295
1564,1082621,1803898
1565,1082621,1817646
1566,1082621,1817652
1567,1082621,1825611
1568,1082621,1832158
1569,1082621,1832439
1570,1082621,1840750
1571,1082621,1841757
1572,1082621,1844568
1573,1082621,1852993
1574,1091561,5272
1575,1091561,713676
1576,1091561,914933
1577,1091561,931097
1578,1091561,1091561
1579,1091561,1105837
1580,1091561,1168889
1581,1091561,1334199
1582,1091561,1364742
1583,1091561,1388409
1584,1091561,1444055
1585,1091561,1455969
1586,1091561,1513211
1587,1091561,1547926
1588,1091561,1582202
1589,1091561,1598841
1590,1091561,1667140
1591,1091561,1694886
1592,1091561,1713520
1593,1091561,1727593
1594,1091561,1729854
1595,1091561,1767307
1596,1091561,1801413
1597,1091561,1803295
1598,1091561,1841015
1599,1091561,1858879
1600,1091961,5272
1601,1091961,16972
1602,1091961,35527
1603,1091961,356264
1604,1091961,712050
1605,1091961,713676
1606,1091961,732905
1607,1091961,773411
1608,1091961,857508
1609,1091961,859139
1610,1091961,944804
1611,1091961,1056527
1612,1091961,1105837
1613,1091961,1119032
1614,1091961,1130787
1615,1091961,1140771
1616,1091961,1166588
1617,1091961,1285973
1618,1091961,1297376
1619,1091961,1334199
1620,1091961,1360798
1621,1091961,1364742
1622,1091961,1373442
1623,1091961,1374170
1624,1091961,1376113
1625,1091961,1394866
1626,1091961,1399794
1627,1091961,1411530
1628,1091961,1415996
1629,1091961,1418329
1630,1091961,1447946
1631,1091961,1454759
1632,1091961,1463559
1633,1091961,1508097
1634,1091961,1509974
1635,1091961,1510668
1636,1091961,1535811
1637,1091961,1539994
1638,1091961,1541897
1639,1091961,1548916
1640,1091961,1582202
1641,1091961,1595509
1642,1091961,1599950
1643,1091961,1603001
1644,1091961,1609674
1645,1091961,1615135
1646,1091961,1633343
1647,1091961,1633697
1648,1091961,1664713
1649,1091961,1666736
1650,1091961,1672067
1651,1091961,1686444
1652,1091961,1697300
1653,1091961,1698219
1654,1091961,1715635
1655,1091961,1722329
1656,1091961,1722638
1657,1091961,1723925
1658,1091961,1734493
1659,1091961,1764059
1660,1091961,1767602
1661,1091961,1768095
1662,1091961,1794153
1663,1091961,1794198
1664,1091961,1794820
1665,1091961,1798736
1666,1091961,1799957
1667,1091961,1800620
1668,1091961,1801585
1669,1091961,1802080
1670,1091961,1802225
1671,1091961,1803295
1672,1091961,1803898
1673,1091961,1825611
1674,1091961,1832158
1675,1091961,1832439
1676,1091961,1841757
1677,1091961,1844568
1678,1091961,1844892
1679,1091961,1852993
1680,1105837,5272
1681,1105837,16972
1682,1105837,35527
1683,1105837,356264
1684,1105837,712050
1685,1105837,713676
1686,1105837,732905
1687,1105837,733986
1688,1105837,773411
1689,1105837,775368
1690,1105837,857508
1691,1105837,859139
1692,1105837,914933
1693,1105837,931097
1694,1105837,944804
1695,1105837,1002672
1696,1105837,1039565
1697,1105837,1078246
1698,1105837,1080107
1699,1105837,1082621
1700,1105837,1091561
1701,1105837,1105837
1702,1105837,1119032
1703,1105837,1130787
1704,1105837,1140771
1705,1105837,1166588
1706,1105837,1168889
1707,1105837,1271347
1708,1105837,1285973
1709,1105837,1297376
1710,1105837,1334199
1711,1105837,1360798
1712,1105837,1364742
1713,1105837,1373442
1714,1105837,1374170
1715,1105837,1376113
1716,1105837,1388409
1717,1105837,1394866
1718,1105837,1399794
1719,1105837,1411530
1720,1105837,1415996
1721,1105837,1418329
1722,1105837,1447946
1723,1105837,1454759
1724,1105837,1455969
1725,1105837,1463559
1726,1105837,1508097
1727,1105837,1509974
1728,1105837,1510668
1729,1105837,1513211
1730,1105837,1535811
1731,1105837,1539994
1732,1105837,1541897
1733,1105837,1547926
1734,1105837,1548916
1735,1105837,1560009
1736,1105837,1582202
1737,1105837,1595509
1738,1105837,1598841
1739,1105837,1599950
1740,1105837,1603001
1741,1105837,1609674
1742,1105837,1615135
1743,1105837,1633343
1744,1105837,1633697
1745,1105837,1664713
1746,1105837,1666736
1747,1105837,1667140
1748,1105837,1672067
1749,1105837,1686444
1750,1105837,1694886
1751,1105837,1697300
1752,1105837,1698006
1753,1105837,1698219
1754,1105837,1713520
1755,1105837,1714590
1756,1105837,1715635
1757,1105837,1722329
1758,1105837,1722638
1759,1105837,1723925
1760,1105837,1727593
1761,1105837,1728120
1762,1105837,1729854
1763,1105837,1734493
1764,1105837,1745796
1765,1105837,1764059
1766,1105837,1764403
1767,1105837,1767307
1768,1105837,1767602
1769,1105837,1768095
1770,1105837,1794153
1771,1105837,1794820
1772,1105837,1799957
1773,1105837,1800620
1774,1105837,1801413
1775,1105837,1801585
1776,1105837,1802080
1777,1105837,1802225
1778,1105837,1802277
1779,1105837,1803295
1780,1105837,1803898
1781,1105837,1817652
1782,1105837,1825611
1783,1105837,1832158
1784,1105837,1832439
1785,1105837,1840750
1786,1105837,1841015
1787,1105837,1841757
1788,1105837,1852993
1789,1105837,1858879
1790,1119032,5272
1791,1119032,16972
1792,1119032,35527
1793,1119032,356264
1794,1119032,712050
1795,1119032,713676
1796,1119032,732905
1797,1119032,773411
1798,1119032,775368
1799,1119032,857508
1800,1119032,859139
1801,1119032,944804
1802,1119032,1002672
1803,1119032,1008322
1804,1119032,1078246
1805,1119032,1080107
1806,1119032,1105837
1807,1119032,1130787
1808,1119032,1140771
1809,1119032,1166588
1810,1119032,1285973
1811,1119032,1297376
1812,1119032,1360798
1813,1119032,1364742
1814,1119032,1373442
1815,1119032,1374170
1816,1119032,1376113
1817,1119032,1394866
1818,1119032,1399794
1819,1119032,1411530
1820,1119032,1415996
1821,1119032,1418329
1822,1119032,1447946
1823,1119032,1454759
1824,1119032,1463559
1825,1119032,1508097
1826,1119032,1509974
1827,1119032,1510668
1828,1119032,1535811
1829,1119032,1539994
1830,1119032,1541897
1831,1119032,1548916
1832,1119032,1582202
1833,1119032,1595509
1834,1119032,1599950
1835,1119032,1603001
1836,1119032,1609674
1837,1119032,1615135
1838,1119032,1633343
1839,1119032,1664713
1840,1119032,1666736
1841,1119032,1672067
1842,1119032,1686444
1843,1119032,1695426
1844,1119032,1697300
1845,1119032,1698006
1846,1119032,1698219
1847,1119032,1714590
1848,1119032,1715635
1849,1119032,1722329
1850,1119032,1722638
1851,1119032,1723925
1852,1119032,1728718
1853,1119032,1734493
1854,1119032,1764059
1855,1119032,1767602
1856,1119032,1768095
1857,1119032,1772940
1858,1119032,1794153
1859,1119032,1794820
1860,1119032,1798736
1861,1119032,1799957
1862,1119032,1800620
1863,1119032,1801585
1864,1119032,1802080
1865,1119032,1802225
1866,1119032,1803295
1867,1119032,1803898
1868,1119032,1825611
1869,1119032,1832158
1870,1119032,1832439
1871,1119032,1840750
1872,1119032,1841757
1873,1119032,1844568
1874,1119032,1852993
1875,1130787,5272
1876,1130787,16972
1877,1130787,35527
1878,1130787,356264
1879,1130787,712050
1880,1130787,713676
1881,1130787,732905
1882,1130787,733986
1883,1130787,773411
1884,1130787,775368
1885,1130787,857508
1886,1130787,859139
1887,1130787,914933
1888,1130787,944804
1889,1130787,1002672
1890,1130787,1008322
1891,1130787,1056527
1892,1130787,1078246
1893,1130787,1080107
1894,1130787,1082621
1895,1130787,1105837
1896,1130787,1130787
1897,1130787,1140771
1898,1130787,1166588
1899,1130787,1271347
1900,1130787,1285973
1901,1130787,1297376
1902,1130787,1360798
1903,1130787,1364742
1904,1130787,1373442
1905,1130787,1374170
1906,1130787,1376113
1907,1130787,1388409
1908,1130787,1394866
1909,1130787,1399794
1910,1130787,1411530
1911,1130787,1415996
1912,1130787,1418329
1913,1130787,1447946
1914,1130787,1454759
1915,1130787,1463559
1916,1130787,1508097
1917,1130787,1509974
1918,1130787,1510668
1919,1130787,1535811
1920,1130787,1539994
1921,1130787,1541897
1922,1130787,1548916
1923,1130787,1582202
1924,1130787,1595509
1925,1130787,1599950
1926,1130787,1603001
1927,1130787,1609674
1928,1130787,1615135
1929,1130787,1633343
1930,1130787,1664713
1931,1130787,1666736
1932,1130787,1672067
1933,1130787,1686444
1934,1130787,1695426
1935,1130787,1697300
1936,1130787,1698006
1937,1130787,1698219
1938,1130787,1710785
1939,1130787,1714590
1940,1130787,1715635
1941,1130787,1718570
1942,1130787,1722329
1943,1130787,1722638
1944,1130787,1723925
1945,1130787,1728120
1946,1130787,1728718
1947,1130787,1734493
1948,1130787,1764059
1949,1130787,1764403
1950,1130787,1767602
1951,1130787,1768095
1952,1130787,1772940
1953,1130787,1794153
1954,1130787,1794820
1955,1130787,1798736
1956,1130787,1799957
1957,1130787,1800620
1958,1130787,1801585
1959,1130787,1802080
1960,1130787,1802225
1961,1130787,1802277
1962,1130787,1803295
1963,1130787,1803898
1964,1130787,1817646
1965,1130787,1817652
1966,1130787,1825611
1967,1130787,1832158
1968,1130787,1832439
1969,1130787,1840750
1970,1130787,1841757
1971,1130787,1844568
1972,1130787,1852993
1973,1140771,5272
1974,1140771,16972
1975,1140771,35527
1976,1140771,356264
1977,1140771,712050
1978,1140771,713676
1979,1140771,732905
1980,1140771,733986
1981,1140771,773411
1982,1140771,775368
1983,1140771,857508
1984,1140771,859139
1985,1140771,944804
1986,1140771,1002672
1987,1140771,1008322
1988,1140771,1078246
1989,1140771,1080107
1990,1140771,1105837
1991,1140771,1130787
1992,1140771,1140771
1993,1140771,1166588
1994,1140771,1271347
1995,1140771,1285973
1996,1140771,1297376
1997,1140771,1360798
1998,1140771,1364742
1999,1140771,1373442
2000,1140771,1374170
2001,1140771,1376113
2002,1140771,1394866
2003,1140771,1399794
2004,1140771,1411530
2005,1140771,1415996
2006,1140771,1418329
2007,1140771,1447946
2008,1140771,1454759
2009,1140771,1463559
2010,1140771,1508097
2011,1140771,1509974
2012,1140771,1510668
2013,1140771,1535811
2014,1140771,1539994
2015,1140771,1541897
2016,1140771,1548916
2017,1140771,1582202
2018,1140771,1595509
2019,1140771,1599950
2020,1140771,1603001
2021,1140771,1609674
2022,1140771,1615135
2023,1140771,1633343
2024,1140771,1664713
2025,1140771,1666736
2026,1140771,1672067
2027,1140771,1686444
2028,1140771,1695426
2029,1140771,1697300
2030,1140771,1698006
2031,1140771,1698219
2032,1140771,1714590
2033,1140771,1715635
2034,1140771,1722329
2035,1140771,1722638
2036,1140771,1723925
2037,1140771,1734493
2038,1140771,1745796
2039,1140771,1764059
2040,1140771,1767602
2041,1140771,1768095
2042,1140771,1772940
2043,1140771,1794153
2044,1140771,1794820
2045,1140771,1798736
2046,1140771,1799957
2047,1140771,1800620
2048,1140771,1801585
2049,1140771,1802080
2050,1140771,1802225
2051,1140771,1803295
2052,1140771,1803898
2053,1140771,1825611
2054,1140771,1832158
2055,1140771,1832439
2056,1140771,1840750
2057,1140771,1841757
2058,1140771,1844568
2059,1140771,1852993
2060,1166588,5272
2061,1166588,16972
2062,1166588,35527
2063,1166588,356264
2064,1166588,712050
2065,1166588,713676
2066,1166588,732905
2067,1166588,773411
2068,1166588,775368
2069,1166588,857508
2070,1166588,859139
2071,1166588,914933
2072,1166588,944804
2073,1166588,1002672
2074,1166588,1008322
2075,1166588,1056527
2076,1166588,1078246
2077,1166588,1080107
2078,1166588,1105837
2079,1166588,1130787
2080,1166588,1140771
2081,1166588,1166588
2082,1166588,1271347
2083,1166588,1285973
2084,1166588,1297376
2085,1166588,1334199
2086,1166588,1360798
2087,1166588,1364742
2088,1166588,1373442
2089,1166588,1374170
2090,1166588,1376113
2091,1166588,1394866
2092,1166588,1399794
2093,1166588,1411530
2094,1166588,1415996
2095,1166588,1418329
2096,1166588,1447946
2097,1166588,1454759
2098,1166588,1463559
2099,1166588,1508097
2100,1166588,1509974
2101,1166588,1510668
2102,1166588,1535811
2103,1166588,1539994
2104,1166588,1541897
2105,1166588,1547926
2106,1166588,1548916
2107,1166588,1582202
2108,1166588,1595509
2109,1166588,1599950
2110,1166588,1603001
2111,1166588,1609674
2112,1166588,1615135
2113,1166588,1633343
2114,1166588,1633697
2115,1166588,1664713
2116,1166588,1666736
2117,1166588,1672067
2118,1166588,1686444
2119,1166588,1695426
2120,1166588,1697300
2121,1166588,1698006
2122,1166588,1698219
2123,1166588,1713520
2124,1166588,1714590
2125,1166588,1715635
2126,1166588,1718570
2127,1166588,1722329
2128,1166588,1722638
2129,1166588,1723925
2130,1166588,1728120
2131,1166588,1728718
2132,1166588,1729854
2133,1166588,1734493
2134,1166588,1745796
2135,1166588,1764059
2136,1166588,1764403
2137,1166588,1767307
2138,1166588,1767602
2139,1166588,1768095
2140,1166588,1772940
2141,1166588,1794153
2142,1166588,1794198
2143,1166588,1794820
2144,1166588,1798736
2145,1166588,1799957
2146,1166588,1800620
2147,1166588,1801585
2148,1166588,1802080
2149,1166588,1802225
2150,1166588,1803089
2151,1166588,1803295
2152,1166588,1803898
2153,1166588,1817646
2154,1166588,1817652
2155,1166588,1825611
2156,1166588,1832158
2157,1166588,1832439
2158,1166588,1840750
2159,1166588,1841757
2160,1166588,1844568
2161,1166588,1844892
2162,1166588,1852993
2163,1168889,914933
2164,1168889,931097
2165,1168889,1388409
2166,1168889,1455969
2167,1168889,1513211
2168,1168889,1547926
2169,1168889,1598841
2170,1168889,1667140
2171,1168889,1713520
2172,1168889,1729854
2173,1168889,1767307
2174,1168889,1801413
2175,1168889,1803295
2176,1168889,1841015
2177,1168889,1858879
2178,1271347,5272
2179,1271347,16972
2180,1271347,35527
2181,1271347,356264
2182,1271347,712050
2183,1271347,713676
2184,1271347,733986
2185,1271347,773411
2186,1271347,775368
2187,1271347,944804
2188,1271347,1002672
2189,1271347,1008322
2190,1271347,1056527
2191,1271347,1080107
2192,1271347,1105837
2193,1271347,1130787
2194,1271347,1140771
2195,1271347,1271347
2196,1271347,1285973
2197,1271347,1297376
2198,1271347,1360798
2199,1271347,1364742
2200,1271347,1373442
2201,1271347,1374170
2202,1271347,1376113
2203,1271347,1394866
2204,1271347,1399794
2205,1271347,1411530
2206,1271347,1415996
2207,1271347,1418329
2208,1271347,1447946
2209,1271347,1454759
2210,1271347,1463559
2211,1271347,1509974
2212,1271347,1510668
2213,1271347,1535811
2214,1271347,1539994
2215,1271347,1541897
2216,1271347,1548916
2217,1271347,1582202
2218,1271347,1595509
2219,1271347,1603001
2220,1271347,1615135
2221,1271347,1633343
2222,1271347,1666736
2223,1271347,1672067
2224,1271347,1686444
2225,1271347,1697300
2226,1271347,1698219
2227,1271347,1714590
2228,1271347,1722638
2229,1271347,1723925
2230,1271347,1728120
2231,1271347,1734493
2232,1271347,1764059
2233,1271347,1767602
2234,1271347,1768095
2235,1271347,1772940
2236,1271347,1794153
2237,1271347,1794820
2238,1271347,1799957
2239,1271347,1800620
2240,1271347,1801585
2241,1271347,1802080
2242,1271347,1802225
2243,1271347,1803898
2244,1271347,1817652
2245,1271347,1825611
2246,1271347,1832158
2247,1271347,1840750
2248,1271347,1841757
2249,1271347,1852993
2250,1285973,5272
2251,1285973,16972
2252,1285973,35527
2253,1285973,356264
2254,1285973,712050
2255,1285973,713676
2256,1285973,732905
2257,1285973,733986
2258,1285973,773411
2259,1285973,775368
2260,1285973,857508
2261,1285973,859139
2262,1285973,944804
2263,1285973,1002672
2264,1285973,1008322
2265,1285973,1056527
2266,1285973,1078246
2267,1285973,1080107
2268,1285973,1082621
2269,1285973,1105837
2270,1285973,1130787
2271,1285973,1140771
2272,1285973,1166588
2273,1285973,1271347
2274,1285973,1285973
2275,1285973,1297376
2276,1285973,1334199
2277,1285973,1360798
2278,1285973,1364742
2279,1285973,1373442
2280,1285973,1374170
2281,1285973,1376113
2282,1285973,1388409
2283,1285973,1394866
2284,1285973,1399794
2285,1285973,1411530
2286,1285973,1415996
2287,1285973,1418329
2288,1285973,1447946
2289,1285973,1454759
2290,1285973,1463559
2291,1285973,1508097
2292,1285973,1509974
2293,1285973,1510668
2294,1285973,1535811
2295,1285973,1539994
2296,1285973,1541897
2297,1285973,1548916
2298,1285973,1582202
2299,1285973,1595509
2300,1285973,1599950
2301,1285973,1603001
2302,1285973,1609674
2303,1285973,1615135
2304,1285973,1633343
2305,1285973,1664713
2306,1285973,1666736
2307,1285973,1672067
2308,1285973,1686444
2309,1285973,1695426
2310,1285973,1697300
2311,1285973,1698006
2312,1285973,1698219
2313,1285973,1714590
2314,1285973,1715635
2315,1285973,1718570
2316,1285973,1722329
2317,1285973,1722638
2318,1285973,1723925
2319,1285973,1728120
2320,1285973,1734493
2321,1285973,1764059
2322,1285973,1764403
2323,1285973,1767602
2324,1285973,1768095
2325,1285973,1794153
2326,1285973,1794820
2327,1285973,1798736
2328,1285973,1799957
2329,1285973,1800620
2330,1285973,1801585
2331,1285973,1802080
2332,1285973,1802225
2333,1285973,1802277
2334,1285973,1803295
2335,1285973,1803898
2336,1285973,1825611
2337,1285973,1832158
2338,1285973,1832439
2339,1285973,1840750
2340,1285973,1841757
2341,1285973,1844568
2342,1285973,1852993
2343,1297376,5272
2344,1297376,16972
2345,1297376,35527
2346,1297376,356264
2347,1297376,712050
2348,1297376,713676
2349,1297376,732905
2350,1297376,733986
2351,1297376,773411
2352,1297376,775368
2353,1297376,857508
2354,1297376,859139
2355,1297376,914933
2356,1297376,944804
2357,1297376,1002672
2358,1297376,1008322
2359,1297376,1056527
2360,1297376,1078246
2361,1297376,1080107
2362,1297376,1082621
2363,1297376,1105837
2364,1297376,1130787
2365,1297376,1140771
2366,1297376,1166588
2367,1297376,1271347
2368,1297376,1285973
2369,1297376,1297376
2370,1297376,1334199
2371,1297376,1360798
2372,1297376,1364742
2373,1297376,1373442
2374,1297376,1374170
2375,1297376,1376113
2376,1297376,1394866
2377,1297376,1399794
2378,1297376,1411530
2379,1297376,1415996
2380,1297376,1418329
2381,1297376,1447946
2382,1297376,1454759
2383,1297376,1463559
2384,1297376,1508097
2385,1297376,1509974
2386,1297376,1510668
2387,1297376,1535811
2388,1297376,1539994
2389,1297376,1541897
2390,1297376,1547926
2391,1297376,1548916
2392,1297376,1582202
2393,1297376,1595509
2394,1297376,1599950
2395,1297376,1603001
2396,1297376,1609674
2397,1297376,1615135
2398,1297376,1633343
2399,1297376,1664713
2400,1297376,1666736
2401,1297376,1672067
2402,1297376,1686444
2403,1297376,1695426
2404,1297376,1697300
2405,1297376,1698006
2406,1297376,1698219
2407,1297376,1710785
2408,1297376,1713520
2409,1297376,1714590
2410,1297376,1715635
2411,1297376,1718570
2412,1297376,1722329
2413,1297376,1722638
2414,1297376,1723925
2415,1297376,1728120
2416,1297376,1728718
2417,1297376,1729854
2418,1297376,1734493
2419,1297376,1745796
2420,1297376,1764059
2421,1297376,1764403
2422,1297376,1767307
2423,1297376,1767602
2424,1297376,1768095
2425,1297376,1772940
2426,1297376,1794153
2427,1297376,1794820
2428,1297376,1798736
2429,1297376,1799957
2430,1297376,1800620
2431,1297376,1801585
2432,1297376,1802080
2433,1297376,1802225
2434,1297376,1802277
2435,1297376,1803295
2436,1297376,1803898
2437,1297376,1817646
2438,1297376,1817652
2439,1297376,1825611
2440,1297376,1832158
2441,1297376,1832439
2442,1297376,1840750
2443,1297376,1841757
2444,1297376,1844568
2445,1297376,1852993
2446,1334199,5272
2447,1334199,16972
2448,1334199,35527
2449,1334199,356264
2450,1334199,712050
2451,1334199,713676
2452,1334199,773411
2453,1334199,914933
2454,1334199,944804
2455,1334199,1360798
2456,1334199,1364742
2457,1334199,1373442
2458,1334199,1374170
2459,1334199,1376113
2460,1334199,1388409
2461,1334199,1394866
2462,1334199,1399794
2463,1334199,1411530
2464,1334199,1415996
2465,1334199,1418329
2466,1334199,1455969
2467,1334199,1463559
2468,1334199,1509974
2469,1334199,1513211
2470,1334199,1535811
2471,1334199,1541897
2472,1334199,1547926
2473,1334199,1548916
2474,1334199,1582202
2475,1334199,1667140
2476,1334199,1697300
2477,1334199,1698219
2478,1334199,1713520
2479,1334199,1715635
2480,1334199,1722329
2481,1334199,1723925
2482,1334199,1727593
2483,1334199,1729854
2484,1334199,1767307
2485,1334199,1767602
2486,1334199,1768095
2487,1334199,1794820
2488,1334199,1800620
2489,1334199,1801413
2490,1334199,1803295
2491,1334199,1803898
2492,1334199,1858879
2493,1360798,5272
2494,1360798,16972
2495,1360798,35527
2496,1360798,356264
2497,1360798,712050
2498,1360798,713676
2499,1360798,732905
2500,1360798,733986
2501,1360798,773411
2502,1360798,775368
2503,1360798,857508
2504,1360798,859139
2505,1360798,944804
2506,1360798,1002672
2507,1360798,1008322
2508,1360798,1056527
2509,1360798,1078246
2510,1360798,1080107
2511,1360798,1082621
2512,1360798,1105837
2513,1360798,1119032
2514,1360798,1130787
2515,1360798,1140771
2516,1360798,1166588
2517,1360798,1271347
2518,1360798,1285973
2519,1360798,1297376
2520,1360798,1360798
2521,1360798,1364742
2522,1360798,1373442
2523,1360798,1374170
2524,1360798,1376113
2525,1360798,1388409
2526,1360798,1394866
2527,1360798,1399794
2528,1360798,1411530
2529,1360798,1415996
2530,1360798,1418329
2531,1360798,1447946
2532,1360798,1454759
2533,1360798,1463559
2534,1360798,1508097
2535,1360798,1509974
2536,1360798,1510668
2537,1360798,1535811
2538,1360798,1539994
2539,1360798,1541897
2540,1360798,1547926
2541,1360798,1548916
2542,1360798,1582202
2543,1360798,1595509
2544,1360798,1599950
2545,1360798,1603001
2546,1360798,1609674
2547,1360798,1615135
2548,1360798,1633343
2549,1360798,1664713
2550,1360798,1666736
2551,1360798,1672067
2552,1360798,1686444
2553,1360798,1695426
2554,1360798,1697300
2555,1360798,1698006
2556,1360798,1698219
2557,1360798,1714590
2558,1360798,1715635
2559,1360798,1718570
2560,1360798,1722329
2561,1360798,1722638
2562,1360798,1723925
2563,1360798,1728120
2564,1360798,1728718
2565,1360798,1729854
2566,1360798,1734493
2567,1360798,1745796
2568,1360798,1757128
2569,1360798,1764059
2570,1360798,1764403
2571,1360798,1767602
2572,1360798,1768095
2573,1360798,1772940
2574,1360798,1794153
2575,1360798,1794820
2576,1360798,1798736
2577,1360798,1799957
2578,1360798,1800620
2579,1360798,1801585
2580,1360798,1802080
2581,1360798,1802225
2582,1360798,1802277
2583,1360798,1803295
2584,1360798,1803898
2585,1360798,1817646
2586,1360798,1817652
2587,1360798,1825611
2588,1360798,1832158
2589,1360798,1832439
2590,1360798,1840750
2591,1360798,1841757
2592,1360798,1844568
2593,1360798,1852993
2594,1364742,5272
2595,1364742,16972
2596,1364742,35527
2597,1364742,356264
2598,1364742,712050
2599,1364742,713676
2600,1364742,732905
2601,1364742,733986
2602,1364742,773411
2603,1364742,775368
2604,1364742,857508
2605,1364742,859139
2606,1364742,914933
2607,1364742,944804
2608,1364742,1002672
2609,1364742,1008322
2610,1364742,1056527
2611,1364742,1078246
2612,1364742,1080107
2613,1364742,1082621
2614,1364742,1105837
2615,1364742,1119032
2616,1364742,1130787
2617,1364742,1140771
2618,1364742,1166588
2619,1364742,1271347
2620,1364742,1285973
2621,1364742,1297376
2622,1364742,1360798
2623,1364742,1364742
2624,1364742,1373442
2625,1364742,1374170
2626,1364742,1376113
2627,1364742,1388409
2628,1364742,1394866
2629,1364742,1399794
2630,1364742,1411530
2631,1364742,1415996
2632,1364742,1418329
2633,1364742,1447946
2634,1364742,1454759
2635,1364742,1463559
2636,1364742,1508097
2637,1364742,1509974
2638,1364742,1510668
2639,1364742,1535811
2640,1364742,1539994
2641,1364742,1541897
2642,1364742,1547926
2643,1364742,1548916
2644,1364742,1582202
2645,1364742,1595509
2646,1364742,1599950
2647,1364742,1603001
2648,1364742,1609674
2649,1364742,1615135
2650,1364742,1633343
2651,1364742,1664713
2652,1364742,1666736
2653,1364742,1672067
2654,1364742,1686444
2655,1364742,1695426
2656,1364742,1697300
2657,1364742,1698006
2658,1364742,1698219
2659,1364742,1710785
2660,1364742,1713520
2661,1364742,1714590
2662,1364742,1715635
2663,1364742,1718570
2664,1364742,1722329
2665,1364742,1722638
2666,1364742,1723925
2667,1364742,1728120
2668,1364742,1728718
2669,1364742,1729854
2670,1364742,1734493
2671,1364742,1745796
2672,1364742,1757128
2673,1364742,1764059
2674,1364742,1764403
2675,1364742,1767307
2676,1364742,1767602
2677,1364742,1768095
2678,1364742,1772940
2679,1364742,1794153
2680,1364742,1794820
2681,1364742,1798736
2682,1364742,1799957
2683,1364742,1800620
2684,1364742,1801585
2685,1364742,1802080
2686,1364742,1802225
2687,1364742,1802277
2688,1364742,1803089
2689,1364742,1803295
2690,1364742,1803898
2691,1364742,1817646
2692,1364742,1817652
2693,1364742,1825611
2694,1364742,1832158
2695,1364742,1832439
2696,1364742,1840750
2697,1364742,1841757
2698,1364742,1844568
2699,1364742,1852993
2700,1373442,5272
2701,1373442,16972
2702,1373442,35527
2703,1373442,356264
2704,1373442,712050
2705,1373442,713676
2706,1373442,732905
2707,1373442,733986
2708,1373442,773411
2709,1373442,775368
2710,1373442,857508
2711,1373442,859139
2712,1373442,914933
2713,1373442,944804
2714,1373442,1002672
2715,1373442,1008322
2716,1373442,1056527
2717,1373442,1078246
2718,1373442,1080107
2719,1373442,1082621
2720,1373442,1105837
2721,1373442,1130787
2722,1373442,1140771
2723,1373442,1166588
2724,1373442,1271347
2725,1373442,1285973
2726,1373442,1297376
2727,1373442,1360798
2728,1373442,1364742
